时间,合约代码,合约名称,买/卖,开/平,成交量,成交价,费用
2021-07-07 15:00:00, 300124.XSHE, 汇川技术, 买, 开, 100, 76.7, 6.136
2021-07-07 15:00:00, 600196.XSHG, 复星医药, 买, 开, 100, 64.9, 5.192
2021-07-08 15:00:00, 600196.XSHG, 复星医药, 卖, 平, 100, 62.8, 8.164
2021-07-08 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 4.89, 5.0
2021-07-08 15:00:00, 601919.XSHG, 中远海控, 卖, 平, 100, 31.03, 6.5515
2021-07-09 15:00:00, 601398.XSHG, 工商银行, 买, 开, 200, 4.85, 5.0
2021-07-09 15:00:00, 601658.XSHG, 邮储银行, 买, 开, 200, 4.76, 5.0
2021-07-12 15:00:00, 601012.XSHG, 隆基绿能, 买, 开, 100, 91.37, 7.3096
2021-07-13 15:00:00, 601988.XSHG, 中国银行, 买, 开, 300, 3.05, 5.0
2021-07-14 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 31.2, 5.0
2021-07-15 15:00:00, 601919.XSHG, 中远海控, 卖, 平, 390, 21.7, 11.0019
2021-07-15 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 200, 43.76, 7.0016
2021-07-15 15:00:00, 002475.XSHE, 立讯精密, 买, 开, 200, 42.26, 6.7616
2021-07-16 15:00:00, 300124.XSHE, 汇川技术, 卖, 平, 100, 72.15, 9.3795
2021-07-19 15:00:00, 601658.XSHG, 邮储银行, 卖, 平, 2000, 5.12, 13.312
2021-07-19 15:00:00, 601166.XSHG, 兴业银行, 买, 开, 400, 20.41, 6.5312
2021-07-20 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 200, 45.52, 11.8352
2021-07-20 15:00:00, 601166.XSHG, 兴业银行, 卖, 平, 400, 20.03, 10.4156
2021-07-20 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1600, 5.99, 7.6672
2021-07-20 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 49.91, 5.0
2021-07-20 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 58.46, 5.0
2021-07-21 15:00:00, 601766.XSHG, 中国中车, 卖, 平, 1300, 5.95, 10.0555
2021-07-21 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 5.93, 5.2184
2021-07-22 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1000, 5.95, 7.975
2021-07-23 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 5.92, 5.0
2021-07-26 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 800, 5.86, 7.344
2021-07-26 15:00:00, 002475.XSHE, 立讯精密, 卖, 平, 200, 39.79, 10.3454
2021-07-26 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 54.5, 7.725
2021-07-27 15:00:00, 601012.XSHG, 隆基绿能, 卖, 平, 100, 83.69, 10.8797
2021-07-27 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 200, 5.8, 5.58
2021-07-27 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 2000, 4.62, 12.012
2021-07-27 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 28.5, 7.85
2021-07-27 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 100, 46.17, 7.3085
2021-07-28 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 300, 3.04, 5.456
2021-07-28 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1700, 4.65, 6.324
2021-07-28 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 28.56, 5.0
2021-07-28 15:00:00, 002415.XSHE, 海康威视, 买, 开, 100, 61.0, 5.0
2021-07-28 15:00:00, 600028.XSHG, 中国石化, 买, 开, 2000, 3.98, 6.368
2021-07-29 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 100, 62.89, 8.1757
2021-07-29 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1900, 4.62, 7.0224
2021-07-29 15:00:00, 601288.XSHG, 农业银行, 买, 开, 400, 2.95, 5.0
2021-07-29 15:00:00, 601988.XSHG, 中国银行, 买, 开, 300, 3.02, 5.0
2021-07-29 15:00:00, 601857.XSHG, 中国石油, 买, 开, 200, 4.64, 5.0
2021-07-30 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 5.76, 5.288
2021-08-02 15:00:00, 300015.XSHE, 爱尔眼科, 买, 开, 100, 57.75, 5.0
2021-08-03 15:00:00, 601857.XSHG, 中国石油, 买, 开, 200, 4.58, 5.0
2021-08-04 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 100, 61.3, 5.0
2021-08-05 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 3100, 2.9, 11.687
2021-08-06 15:00:00, 601857.XSHG, 中国石油, 买, 开, 300, 4.55, 5.0
2021-08-10 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 100, 58.2, 7.91
2021-08-11 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 100, 57.4, 5.0
2021-08-11 15:00:00, 601012.XSHG, 隆基绿能, 买, 开, 100, 86.12, 6.8896
2021-08-12 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 3000, 3.02, 11.778
2021-08-12 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 2000, 4.05, 10.53
2021-08-12 15:00:00, 601088.XSHG, 中国神华, 买, 开, 500, 17.89, 7.156
2021-08-12 15:00:00, 300015.XSHE, 爱尔眼科, 卖, 平, 100, 54.78, 7.739
2021-08-13 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1900, 4.61, 11.3867
2021-08-13 15:00:00, 601919.XSHG, 中远海控, 买, 开, 300, 21.66, 5.1984
2021-08-13 15:00:00, 002475.XSHE, 立讯精密, 买, 开, 200, 39.34, 6.2944
2021-08-17 15:00:00, 601398.XSHG, 工商银行, 买, 开, 2100, 4.62, 7.7616
2021-08-18 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 100, 54.38, 7.719
2021-08-19 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 300, 4.64, 5.696
2021-08-19 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 5.93, 5.2965
2021-08-19 15:00:00, 601012.XSHG, 隆基绿能, 卖, 平, 100, 80.39, 10.4507
2021-08-20 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 500, 17.26, 11.219
2021-08-20 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 51.03, 5.0
2021-08-20 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 53.01, 5.0
2021-08-20 15:00:00, 601988.XSHG, 中国银行, 买, 开, 2800, 3.02, 6.7648
2021-08-20 15:00:00, 601919.XSHG, 中远海控, 卖, 平, 300, 20.0, 8.0
2021-08-23 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2800, 3.03, 11.0292
2021-08-23 15:00:00, 601398.XSHG, 工商银行, 买, 开, 300, 4.63, 5.0
2021-08-23 15:00:00, 601939.XSHG, 建设银行, 买, 开, 200, 5.92, 5.0
2021-08-24 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 4.63, 5.2315
2021-08-24 15:00:00, 601288.XSHG, 农业银行, 买, 开, 3000, 2.94, 7.056
2021-08-25 15:00:00, 002475.XSHE, 立讯精密, 卖, 平, 200, 37.2, 9.672
2021-08-26 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 5.87, 5.2935
2021-08-26 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 50.3, 7.515
2021-08-27 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 100, 50.35, 7.5175
2021-08-27 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 3000, 2.93, 11.427
2021-08-27 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 200, 5.85, 5.585
2021-08-27 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 67.8, 5.424
2021-08-27 15:00:00, 600900.XSHG, 长江电力, 买, 开, 300, 19.53, 5.0
2021-08-27 15:00:00, 000001.XSHE, 平安银行, 买, 开, 400, 18.39, 5.8848
2021-08-27 15:00:00, 601328.XSHG, 交通银行, 买, 开, 1700, 4.36, 5.9296
2021-08-27 15:00:00, 601995.XSHG, 中金公司, 买, 开, 100, 51.41, 5.0
2021-08-30 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 300, 19.09, 7.8635
2021-08-30 15:00:00, 601398.XSHG, 工商银行, 买, 开, 200, 4.58, 5.0
2021-08-30 15:00:00, 601939.XSHG, 建设银行, 买, 开, 400, 5.77, 5.0
2021-08-31 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 28.84, 7.884
2021-08-31 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 2200, 4.62, 13.2132
2021-08-31 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 49.9, 5.0
2021-08-31 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 700, 4.94, 6.729
2021-09-01 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1700, 5.95, 13.1495
2021-09-01 15:00:00, 601857.XSHG, 中国石油, 买, 开, 300, 4.93, 5.0
2021-09-01 15:00:00, 600028.XSHG, 中国石化, 买, 开, 2400, 4.27, 8.1984
2021-09-01 15:00:00, 601012.XSHG, 隆基绿能, 买, 开, 100, 85.03, 6.8024
2021-09-02 15:00:00, 601857.XSHG, 中国石油, 买, 开, 100, 4.96, 5.0
2021-09-06 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 51.58, 5.0
2021-09-07 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1600, 4.75, 6.08
2021-09-08 15:00:00, 000001.XSHE, 平安银行, 卖, 平, 400, 19.23, 9.9996
2021-09-08 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2500, 3.04, 6.08
2021-09-09 15:00:00, 601012.XSHG, 隆基绿能, 卖, 平, 100, 82.79, 10.7627
2021-09-09 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 4.75, 5.0
2021-09-13 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1200, 6.29, 6.0384
2021-09-17 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1700, 4.7, 10.387
2021-09-17 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2500, 2.98, 9.685
2021-09-17 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 600, 5.7, 6.71
2021-09-17 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 600, 4.49, 6.347
2021-09-17 15:00:00, 002415.XSHE, 海康威视, 买, 开, 100, 55.09, 5.0
2021-09-22 15:00:00, 601328.XSHG, 交通银行, 卖, 平, 1700, 4.45, 9.8345
2021-09-22 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1200, 5.95, 9.282
2021-09-22 15:00:00, 601398.XSHG, 工商银行, 买, 开, 2100, 4.63, 7.7784
2021-09-22 15:00:00, 601988.XSHG, 中国银行, 买, 开, 3200, 3.05, 7.808
2021-09-22 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 300, 29.67, 7.1208
2021-09-22 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 200, 47.78, 12.4228
2021-09-23 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 100, 51.8, 7.59
2021-09-23 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 30.0, 11.7
2021-09-23 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 48.84, 5.0
2021-09-23 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 100, 54.54, 5.0
2021-09-24 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 100, 54.4, 5.0
2021-09-27 15:00:00, 601995.XSHG, 中金公司, 卖, 平, 100, 54.65, 7.7325
2021-09-27 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 3200, 3.05, 12.688
2021-09-27 15:00:00, 002142.XSHE, 宁波银行, 买, 开, 200, 33.36, 5.3376
2021-09-28 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 200, 51.52, 13.3952
2021-09-29 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 70.27, 9.1351
2021-09-29 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 100, 66.28, 5.3024
2021-09-30 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 100, 50.45, 7.5225
2021-09-30 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 200, 4.66, 5.466
2021-09-30 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 50.45, 5.0
2021-09-30 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2900, 2.94, 6.8208
2021-09-30 15:00:00, 601988.XSHG, 中国银行, 买, 开, 2800, 3.05, 6.832
2021-10-08 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 50.93, 5.0
2021-10-08 15:00:00, 600900.XSHG, 长江电力, 买, 开, 500, 21.95, 8.78
2021-10-11 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1900, 4.74, 11.7078
2021-10-11 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 200, 53.0, 13.78
2021-10-11 15:00:00, 002415.XSHE, 海康威视, 买, 开, 100, 57.15, 5.0
2021-10-11 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 71.08, 5.6864
2021-10-11 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 100, 21.62, 6.081
2021-10-12 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 6.0, 5.0
2021-10-13 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1800, 4.33, 10.1322
2021-10-13 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1800, 4.72, 6.7968
2021-10-13 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 53.03, 5.0
2021-10-13 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 400, 20.85, 10.842
2021-10-14 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 2400, 5.7, 17.784
2021-10-14 15:00:00, 601398.XSHG, 工商银行, 买, 开, 800, 4.71, 5.0
2021-10-15 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2800, 3.05, 11.102
2021-10-15 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 400, 4.75, 5.95
2021-10-15 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1600, 6.04, 7.7312
2021-10-18 15:00:00, 002352.XSHE, 顺丰控股, 卖, 平, 100, 64.53, 8.3889
2021-10-18 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 4.73, 5.2365
2021-10-19 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 100, 55.44, 7.772
2021-10-19 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 69.88, 9.0844
2021-10-19 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 300, 4.72, 5.708
2021-10-19 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 69.88, 5.5904
2021-10-19 15:00:00, 000001.XSHE, 平安银行, 买, 开, 400, 19.57, 6.2624
2021-10-20 15:00:00, 601398.XSHG, 工商银行, 买, 开, 200, 4.7, 5.0
2021-10-20 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1600, 5.85, 7.488
2021-10-20 15:00:00, 002415.XSHE, 海康威视, 买, 开, 100, 54.47, 5.0
2021-10-21 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 69.68, 9.0584
2021-10-21 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1600, 6.08, 12.6464
2021-10-21 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 100, 55.25, 7.7625
2021-10-21 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 100, 5.88, 5.294
2021-10-21 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 100, 60.88, 5.0
2021-10-21 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1900, 4.48, 6.8096
2021-10-22 15:00:00, 601857.XSHG, 中国石油, 买, 开, 300, 5.7, 5.0
2021-10-25 15:00:00, 600028.XSHG, 中国石化, 买, 开, 200, 4.45, 5.0
2021-10-25 15:00:00, 600900.XSHG, 长江电力, 买, 开, 400, 21.03, 6.7296
2021-10-28 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1800, 5.45, 12.753
2021-10-28 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 2100, 4.2, 11.466
2021-10-29 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1500, 5.93, 7.116
2021-11-01 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1800, 5.38, 7.7472
2021-11-02 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 400, 20.95, 10.894
2021-11-02 15:00:00, 000001.XSHE, 平安银行, 卖, 平, 400, 18.18, 9.4536
2021-11-03 15:00:00, 002142.XSHE, 宁波银行, 卖, 平, 200, 38.36, 9.9736
2021-11-03 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 100, 51.7, 7.585
2021-11-03 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 300, 4.64, 5.696
2021-11-03 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 5.86, 5.293
2021-11-03 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 51.7, 5.0
2021-11-03 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 200, 2.93, 5.293
2021-11-04 15:00:00, 601398.XSHG, 工商银行, 买, 开, 200, 4.65, 5.0
2021-11-04 15:00:00, 601939.XSHG, 建设银行, 买, 开, 100, 5.84, 5.0
2021-11-04 15:00:00, 601288.XSHG, 农业银行, 买, 开, 300, 2.92, 5.0
2021-11-04 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1800, 5.07, 11.8638
2021-11-05 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 100, 2.92, 5.146
2021-11-05 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1700, 4.9, 6.664
2021-11-05 15:00:00, 601988.XSHG, 中国银行, 买, 开, 2700, 3.04, 6.5664
2021-11-05 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 28.84, 5.0
2021-11-08 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 100, 63.19, 8.2147
2021-11-08 15:00:00, 601288.XSHG, 农业银行, 买, 开, 100, 2.92, 5.0
2021-11-09 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 69.0, 5.52
2021-11-09 15:00:00, 002714.XSHE, 牧原股份, 买, 开, 100, 56.97, 5.0
2021-11-10 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 28.55, 5.0
2021-11-11 15:00:00, 002714.XSHE, 牧原股份, 卖, 平, 100, 56.91, 7.8455
2021-11-16 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2700, 3.06, 10.7406
2021-11-16 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 100, 58.43, 5.0
2021-11-17 15:00:00, 002475.XSHE, 立讯精密, 买, 开, 100, 42.46, 5.0
2021-11-19 15:00:00, 601318.XSHG, 中国平安, 买, 开, 200, 49.96, 7.9936
2021-11-23 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 69.47, 9.0311
2021-11-23 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 100, 61.98, 8.099
2021-11-23 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 200, 4.63, 5.463
2021-11-23 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 200, 5.82, 5.582
2021-11-24 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 100, 29.56, 6.478
2021-11-25 15:00:00, 601398.XSHG, 工商银行, 买, 开, 400, 4.63, 5.0
2021-11-25 15:00:00, 601939.XSHG, 建设银行, 买, 开, 400, 5.81, 5.0
2021-11-26 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 3000, 2.92, 11.388
2021-11-26 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 300, 4.61, 5.6915
2021-11-26 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 200, 5.79, 5.579
2021-11-26 15:00:00, 002475.XSHE, 立讯精密, 卖, 平, 100, 40.12, 7.006
2021-11-29 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 5.76, 5.288
2021-11-30 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2700, 2.91, 6.2856
2021-12-01 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 29.33, 11.4387
2021-12-01 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 100, 57.87, 5.0
2021-12-01 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 100, 61.38, 5.0
2021-12-02 15:00:00, 601988.XSHG, 中国银行, 买, 开, 3300, 3.05, 8.052
2021-12-06 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 100, 51.82, 7.591
2021-12-06 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 29.44, 5.0
2021-12-07 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1800, 4.66, 10.9044
2021-12-08 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 300, 3.06, 5.459
2021-12-08 15:00:00, 003816.XSHE, 中国广核, 买, 开, 3000, 2.98, 7.152
2021-12-09 15:00:00, 601398.XSHG, 工商银行, 买, 开, 2200, 4.66, 8.2016
2021-12-14 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2700, 2.93, 10.2843
2021-12-14 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 400, 4.62, 5.924
2021-12-14 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 100, 53.14, 7.657
2021-12-15 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1400, 5.83, 10.6106
2021-12-15 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1700, 4.83, 10.6743
2021-12-15 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 4.61, 5.2305
2021-12-15 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1300, 5.83, 6.0632
2021-12-15 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 51.0, 5.0
2021-12-16 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1300, 5.84, 9.8696
2021-12-16 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 100, 51.2, 7.56
2021-12-16 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 51.2, 5.0
2021-12-17 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 100, 50.77, 7.5385
2021-12-17 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 50.77, 5.0
2021-12-21 15:00:00, 002352.XSHE, 顺丰控股, 卖, 平, 100, 64.95, 8.4435
2021-12-21 15:00:00, 002415.XSHE, 海康威视, 买, 开, 100, 51.59, 5.0
2021-12-21 15:00:00, 601899.XSHG, 紫金矿业, 买, 开, 800, 9.99, 6.3936
2021-12-22 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 3000, 3.06, 11.934
2021-12-22 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 100, 29.94, 5.0
2021-12-23 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2900, 2.94, 6.8208
2021-12-24 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 100, 50.55, 7.5275
2021-12-24 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 300, 2.94, 5.441
2021-12-24 15:00:00, 601658.XSHG, 邮储银行, 买, 开, 1400, 5.28, 5.9136
2021-12-27 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 200, 49.98, 12.9948
2021-12-27 15:00:00, 601288.XSHG, 农业银行, 买, 开, 300, 2.94, 5.0
2021-12-27 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 49.98, 5.0
2021-12-27 15:00:00, 601658.XSHG, 邮储银行, 买, 开, 200, 5.22, 5.0
2021-12-28 15:00:00, 601658.XSHG, 邮储银行, 买, 开, 200, 5.2, 5.0
2021-12-28 15:00:00, 000001.XSHE, 平安银行, 买, 开, 500, 17.17, 6.868
2021-12-29 15:00:00, 601288.XSHG, 农业银行, 买, 开, 300, 2.94, 5.0
2021-12-29 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 100, 47.62, 7.381
2021-12-30 15:00:00, 003816.XSHE, 中国广核, 卖, 平, 3000, 3.07, 11.973
2021-12-30 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1200, 5.87, 5.6352
2021-12-31 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1200, 5.86, 9.1416
2021-12-31 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1200, 5.86, 5.6256
2022-01-04 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 30.31, 11.8209
2022-01-04 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 400, 2.94, 5.588
2022-01-04 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 100, 47.78, 5.0
2022-01-06 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 51.3, 5.0
2022-01-06 15:00:00, 601988.XSHG, 中国银行, 买, 开, 3400, 3.09, 8.4048
2022-01-06 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 100, 44.61, 7.2305
2022-01-07 15:00:00, 601899.XSHG, 紫金矿业, 卖, 平, 800, 9.37, 9.7448
2022-01-10 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1300, 4.34, 5.0
2022-01-12 15:00:00, 000001.XSHE, 平安银行, 卖, 平, 500, 17.0, 11.05
2022-01-12 15:00:00, 600028.XSHG, 中国石化, 买, 开, 200, 4.32, 5.0
2022-01-12 15:00:00, 600900.XSHG, 长江电力, 买, 开, 300, 22.27, 5.3448
2022-01-14 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 300, 4.68, 5.702
2022-01-17 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 200, 50.94, 13.2444
2022-01-17 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1400, 4.65, 8.463
2022-01-17 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1600, 4.65, 5.952
2022-01-17 15:00:00, 600036.XSHG, 招商银行, 买, 开, 100, 48.58, 5.0
2022-01-17 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 200, 2.95, 5.295
2022-01-18 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1600, 4.69, 9.7552
2022-01-18 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 3400, 3.12, 13.7904
2022-01-18 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1500, 4.34, 8.463
2022-01-18 15:00:00, 300999.XSHE, 金龙鱼, 买, 开, 100, 62.85, 5.028
2022-01-18 15:00:00, 601899.XSHG, 紫金矿业, 买, 开, 800, 9.94, 6.3616
2022-01-18 15:00:00, 601995.XSHG, 中金公司, 买, 开, 100, 46.87, 5.0
2022-01-18 15:00:00, 600406.XSHG, 国电南瑞, 买, 开, 200, 39.1, 6.256
2022-01-19 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 300, 44.37, 10.6488
2022-01-20 15:00:00, 600406.XSHG, 国电南瑞, 卖, 平, 200, 39.59, 10.2934
2022-01-20 15:00:00, 601857.XSHG, 中国石油, 买, 开, 2100, 5.4, 9.072
2022-01-25 15:00:00, 300999.XSHE, 金龙鱼, 卖, 平, 100, 58.42, 7.921
2022-01-26 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1200, 6.04, 9.4224
2022-01-26 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 300, 22.57, 8.8023
2022-01-26 15:00:00, 600900.XSHG, 长江电力, 买, 开, 200, 22.57, 5.0
2022-01-26 15:00:00, 601166.XSHG, 兴业银行, 买, 开, 300, 21.33, 5.1192
2022-01-27 15:00:00, 601995.XSHG, 中金公司, 卖, 平, 100, 44.28, 7.214
2022-01-27 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 300, 40.45, 15.7755
