时间,合约代码,合约名称,买/卖,开/平,成交量,成交价,费用
2018-06-20 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1200, 5.69, 5.4624
2018-06-20 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1000, 7.11, 5.688
2018-06-20 15:00:00, 600000.XSHG, 浦发银行, 卖, 平, 700, 9.89, 8.9999
2018-06-21 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1200, 5.68, 8.8608
2018-06-21 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1200, 5.68, 5.4528
2018-06-21 15:00:00, 601360.XSHG, 三六零, 卖, 平, 200, 27.29, 7.729
2018-06-22 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 53.65, 7.6825
2018-06-22 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 5.67, 5.2835
2018-06-22 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 7.06, 5.353
2018-06-22 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1700, 3.58, 5.0
2018-06-22 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 22.83, 8.9037
2018-06-25 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.9, 8.105
2018-06-25 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 6.9, 5.0
2018-06-25 15:00:00, 601288.XSHG, 农业银行, 买, 开, 100, 3.53, 5.0
2018-06-25 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 59.79, 5.0
2018-06-25 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1500, 6.22, 12.129
2018-06-26 15:00:00, 601398.XSHG, 工商银行, 买, 开, 300, 5.42, 5.0
2018-06-26 15:00:00, 601288.XSHG, 农业银行, 买, 开, 400, 3.46, 5.0
2018-06-26 15:00:00, 601988.XSHG, 中国银行, 买, 开, 200, 3.65, 5.0
2018-06-27 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 5.31, 5.2655
2018-06-27 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1300, 5.31, 8.9739
2018-06-28 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1200, 5.2, 5.0
2018-06-28 15:00:00, 601939.XSHG, 建设银行, 买, 开, 100, 6.42, 5.0
2018-06-28 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.42, 7.889
2018-06-28 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2100, 3.56, 9.7188
2018-06-29 15:00:00, 601006.XSHG, 大秦铁路, 买, 开, 1000, 8.21, 6.568
2018-06-29 15:00:00, 601933.XSHG, 永辉超市, 买, 开, 1000, 7.64, 6.112
2018-06-29 15:00:00, 300124.XSHE, 汇川技术, 买, 开, 200, 32.82, 5.2512
2018-06-29 15:00:00, 600372.XSHG, 中航机载, 买, 开, 600, 13.06, 6.2688
2018-07-02 15:00:00, 002558.XSHE, 巨人网络, 卖, 平, 200, 23.48, 7.348
2018-07-02 15:00:00, 600372.XSHG, 中航机载, 卖, 平, 600, 12.95, 10.101
2018-07-02 15:00:00, 601398.XSHG, 工商银行, 买, 开, 300, 5.08, 5.0
2018-07-02 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 6.22, 5.4736
2018-07-02 15:00:00, 601328.XSHG, 交通银行, 卖, 平, 1300, 5.6, 9.464
2018-07-02 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2200, 3.32, 9.4952
2018-07-02 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 55.22, 7.761
2018-07-02 15:00:00, 601933.XSHG, 永辉超市, 卖, 平, 1000, 7.24, 9.412
2018-07-03 15:00:00, 002415.XSHE, 海康威视, 买, 开, 100, 35.45, 5.0
2018-07-03 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 47.76, 5.0
2018-07-03 15:00:00, 000651.XSHE, 格力电器, 买, 开, 100, 44.6, 5.0
2018-07-03 15:00:00, 600000.XSHG, 浦发银行, 买, 开, 600, 9.35, 5.0
2018-07-04 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1000, 7.49, 5.992
2018-07-04 15:00:00, 300124.XSHE, 汇川技术, 卖, 平, 200, 30.79, 8.079
2018-07-04 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 45.11, 7.2555
2018-07-05 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 100, 7.43, 5.3715
2018-07-05 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 46.05, 5.0
2018-07-05 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 100, 33.43, 6.6715
2018-07-06 15:00:00, 601360.XSHG, 三六零, 买, 开, 200, 27.47, 5.0
2018-07-06 15:00:00, 603993.XSHG, 洛阳钼业, 买, 开, 1100, 5.65, 5.0
2018-07-06 15:00:00, 002024.XSHE, ST易购, 买, 开, 400, 12.72, 5.0
2018-07-10 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1200, 6.77, 10.5612
2018-07-10 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1500, 5.52, 10.764
2018-07-10 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 1000, 9.12, 7.296
2018-07-10 15:00:00, 600588.XSHG, 用友网络, 买, 开, 300, 23.22, 5.5728
2018-07-11 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 1000, 9.57, 12.441
2018-07-11 15:00:00, 600588.XSHG, 用友网络, 卖, 平, 300, 21.86, 8.5254
2018-07-11 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1600, 5.48, 7.0144
2018-07-11 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1300, 6.73, 6.9992
2018-07-12 15:00:00, 601006.XSHG, 大秦铁路, 卖, 平, 1000, 8.65, 11.245
2018-07-12 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 7.64, 8.9388
2018-07-12 15:00:00, 603993.XSHG, 洛阳钼业, 卖, 平, 1100, 6.33, 9.0519
2018-07-12 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1600, 5.66, 11.7728
2018-07-12 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1000, 7.64, 6.112
2018-07-12 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1200, 6.35, 6.096
2018-07-12 15:00:00, 600036.XSHG, 招商银行, 买, 开, 300, 26.04, 6.2496
2018-07-12 15:00:00, 600900.XSHG, 长江电力, 买, 开, 400, 16.13, 5.1616
2018-07-13 15:00:00, 000651.XSHE, 格力电器, 卖, 平, 100, 46.46, 7.323
2018-07-13 15:00:00, 600000.XSHG, 浦发银行, 卖, 平, 600, 9.49, 7.847
2018-07-13 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 300, 26.23, 10.2297
2018-07-13 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1300, 5.36, 5.5744
2018-07-13 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1900, 3.5, 5.32
2018-07-16 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1200, 6.33, 9.8748
2018-07-16 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1900, 3.42, 8.4474
2018-07-16 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 200, 6.8, 5.68
2018-07-17 15:00:00, 002024.XSHE, ST易购, 卖, 平, 400, 13.44, 7.688
2018-07-17 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 6.37, 9.1091
2018-07-17 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 6.37, 5.6056
2018-07-17 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2000, 3.41, 5.456
2018-07-17 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 58.02, 5.0
2018-07-18 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 6.4, 9.152
2018-07-18 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 57.81, 7.8905
2018-07-18 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 6.4, 5.632
2018-07-19 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1000, 7.24, 9.412
2018-07-20 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 6.78, 9.6954
2018-07-20 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1300, 5.47, 9.2443
2018-07-20 15:00:00, 600309.XSHG, 万华化学, 买, 开, 100, 50.9, 5.0
2018-07-20 15:00:00, 002024.XSHE, ST易购, 买, 开, 500, 13.55, 5.42
2018-07-20 15:00:00, 000725.XSHE, 京东方A, 买, 开, 2000, 3.54, 5.664
2018-07-23 15:00:00, 600276.XSHG, 恒瑞医药, 买, 开, 100, 70.19, 5.6152
2018-07-23 15:00:00, 002027.XSHE, 分众传媒, 买, 开, 700, 11.02, 6.1712
2018-07-24 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 61.74, 5.0
2018-07-26 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 47.84, 7.392
2018-07-26 15:00:00, 600276.XSHG, 恒瑞医药, 卖, 平, 100, 70.5, 9.165
2018-07-26 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 6.91, 6.0808
2018-07-31 15:00:00, 002024.XSHE, ST易购, 卖, 平, 500, 13.21, 8.5865
2018-07-31 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1000, 6.76, 5.408
2018-07-31 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 300, 23.45, 5.628
2018-08-01 15:00:00, 601360.XSHG, 三六零, 卖, 平, 200, 26.09, 7.609
2018-08-02 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 22.26, 8.6814
2018-08-02 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1100, 5.44, 5.0
2018-08-02 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 6.74, 5.337
2018-08-02 15:00:00, 002027.XSHE, 分众传媒, 卖, 平, 700, 10.42, 9.4822
2018-08-02 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 58.26, 7.913
2018-08-03 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2000, 3.53, 9.178
2018-08-03 15:00:00, 000725.XSHE, 京东方A, 卖, 平, 2000, 3.45, 8.97
2018-08-03 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 5.48, 5.0
2018-08-03 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1900, 3.53, 5.3656
2018-08-03 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 57.82, 5.0
2018-08-03 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1900, 3.49, 5.3048
2018-08-06 15:00:00, 600028.XSHG, 中国石化, 买, 开, 100, 6.51, 5.0
2018-08-06 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 300, 21.64, 5.1936
2018-08-06 15:00:00, 600309.XSHG, 万华化学, 卖, 平, 100, 47.05, 7.3525
2018-08-07 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 400, 16.5, 8.58
2018-08-07 15:00:00, 600900.XSHG, 长江电力, 买, 开, 300, 16.5, 5.0
2018-08-07 15:00:00, 600011.XSHG, 华能国际, 买, 开, 800, 7.35, 5.0
2018-08-07 15:00:00, 002493.XSHE, 荣盛石化, 买, 开, 500, 11.5, 5.0
2018-08-08 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 58.38, 7.919
2018-08-08 15:00:00, 600900.XSHG, 长江电力, 买, 开, 100, 16.23, 5.0
2018-08-09 15:00:00, 002493.XSHE, 荣盛石化, 卖, 平, 500, 11.65, 7.9125
2018-08-09 15:00:00, 601727.XSHG, 上海电气, 买, 开, 1100, 5.39, 5.0
2018-08-09 15:00:00, 600023.XSHG, 浙能电力, 买, 开, 1200, 4.91, 5.0
2018-08-10 15:00:00, 600023.XSHG, 浙能电力, 卖, 平, 1200, 4.65, 7.79
2018-08-10 15:00:00, 600011.XSHG, 华能国际, 卖, 平, 800, 6.94, 7.776
2018-08-13 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1200, 5.4, 8.424
2018-08-13 15:00:00, 600104.XSHG, 上汽集团, 买, 开, 100, 29.62, 5.0
2018-08-13 15:00:00, 000568.XSHE, 泸州老窖, 买, 开, 100, 47.9, 5.0
2018-08-14 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1900, 3.55, 8.7685
2018-08-14 15:00:00, 002415.XSHE, 海康威视, 买, 开, 200, 31.41, 5.0256
2018-08-14 15:00:00, 601336.XSHG, 新华保险, 买, 开, 100, 44.57, 5.0
2018-08-16 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1100, 6.39, 9.1377
2018-08-16 15:00:00, 601727.XSHG, 上海电气, 卖, 平, 1100, 5.07, 7.7885
2018-08-16 15:00:00, 000568.XSHE, 泸州老窖, 卖, 平, 100, 44.45, 7.2225
2018-08-17 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 56.58, 5.0
2018-08-17 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1200, 6.33, 6.0768
2018-08-17 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1000, 6.52, 8.476
2018-08-17 15:00:00, 600104.XSHG, 上汽集团, 卖, 平, 100, 28.03, 6.4015
2018-08-20 15:00:00, 600276.XSHG, 恒瑞医药, 买, 开, 100, 62.9, 5.032
2018-08-20 15:00:00, 601766.XSHG, 中国中车, 买, 开, 700, 8.12, 5.0
2018-08-20 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 100, 40.59, 5.0
2018-08-22 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 400, 16.4, 8.528
2018-08-22 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1200, 8.0, 7.68
2018-08-23 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 200, 32.35, 8.411
2018-08-23 15:00:00, 601336.XSHG, 新华保险, 卖, 平, 100, 46.06, 7.303
2018-08-23 15:00:00, 601766.XSHG, 中国中车, 卖, 平, 700, 8.21, 7.8735
2018-08-23 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 500, 8.06, 7.015
2018-08-23 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1500, 3.57, 5.0
2018-08-23 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 300, 3.5, 5.525
2018-08-24 15:00:00, 601988.XSHG, 中国银行, 买, 开, 700, 3.53, 5.0
2018-08-24 15:00:00, 600900.XSHG, 长江电力, 买, 开, 500, 16.21, 6.484
2018-08-27 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 100, 16.21, 5.8105
2018-08-28 15:00:00, 601288.XSHG, 农业银行, 买, 开, 500, 3.62, 5.0
2018-08-29 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1000, 5.49, 5.0
2018-09-03 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 22.12, 8.6268
2018-09-03 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 700, 8.07, 7.8245
2018-09-03 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1000, 5.43, 7.715
2018-09-03 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1000, 5.43, 5.0
2018-09-03 15:00:00, 601939.XSHG, 建设银行, 买, 开, 800, 6.88, 5.0
2018-09-03 15:00:00, 601857.XSHG, 中国石油, 买, 开, 700, 8.07, 5.0
2018-09-03 15:00:00, 002352.XSHE, 顺丰控股, 卖, 平, 100, 38.5, 6.925
2018-09-04 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 700, 8.24, 7.884
2018-09-06 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 800, 6.67, 7.668
2018-09-06 15:00:00, 601939.XSHG, 建设银行, 买, 开, 800, 6.67, 5.0
2018-09-06 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 400, 3.57, 5.714
2018-09-07 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2300, 3.51, 10.4949
2018-09-07 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1600, 3.59, 7.872
2018-09-07 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 800, 6.66, 7.664
2018-09-07 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 6.66, 5.0
2018-09-07 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1700, 3.51, 5.0
2018-09-07 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 200, 6.68, 5.668
2018-09-07 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 21.57, 5.0
2018-09-07 15:00:00, 601328.XSHG, 交通银行, 买, 开, 1100, 5.56, 5.0
2018-09-10 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1700, 3.52, 7.992
2018-09-10 15:00:00, 601328.XSHG, 交通银行, 卖, 平, 1100, 5.54, 8.047
2018-09-10 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 100, 21.26, 5.0
2018-09-10 15:00:00, 601166.XSHG, 兴业银行, 买, 开, 500, 14.73, 5.892
2018-09-12 15:00:00, 601398.XSHG, 工商银行, 买, 开, 200, 5.29, 5.0
2018-09-12 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1800, 3.57, 5.1408
2018-09-13 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1800, 3.63, 8.4942
2018-09-13 15:00:00, 601088.XSHG, 中国神华, 买, 开, 300, 18.35, 5.0
2018-09-13 15:00:00, 600276.XSHG, 恒瑞医药, 卖, 平, 100, 58.9, 7.945
2018-09-14 15:00:00, 601800.XSHG, 中国交建, 买, 开, 500, 11.57, 5.0
2018-09-14 15:00:00, 601360.XSHG, 三六零, 买, 开, 200, 26.73, 5.0
2018-09-19 15:00:00, 601800.XSHG, 中国交建, 卖, 平, 500, 12.05, 8.0125
2018-09-19 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2000, 3.65, 5.84
2018-09-20 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.85, 8.0825
2018-09-20 15:00:00, 601166.XSHG, 兴业银行, 卖, 平, 500, 15.18, 9.867
2018-09-20 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 100, 3.67, 5.1835
2018-09-20 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1900, 3.57, 5.4264
2018-09-21 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 400, 16.23, 8.4396
2018-09-21 15:00:00, 600011.XSHG, 华能国际, 买, 开, 900, 7.54, 5.4288
2018-09-21 15:00:00, 600482.XSHG, 中国动力, 买, 开, 300, 23.1, 5.544
2018-09-25 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 21.92, 8.5488
2018-09-25 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 100, 3.86, 5.193
2018-09-28 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 300, 22.68, 5.4432
2018-10-08 15:00:00, 601360.XSHG, 三六零, 卖, 平, 200, 23.98, 7.398
2018-10-09 15:00:00, 600011.XSHG, 华能国际, 卖, 平, 900, 7.2, 8.424
2018-10-09 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 5.53, 5.2765
2018-10-09 15:00:00, 601939.XSHG, 建设银行, 买, 开, 800, 6.9, 5.0
2018-10-09 15:00:00, 600482.XSHG, 中国动力, 卖, 平, 300, 20.84, 8.1276
2018-10-10 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1000, 6.67, 8.671
2018-10-10 15:00:00, 601939.XSHG, 建设银行, 买, 开, 100, 6.94, 5.0
2018-10-11 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1100, 5.4, 7.97
2018-10-11 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1800, 3.65, 8.541
2018-10-11 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1900, 3.5, 8.645
2018-10-11 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.68, 8.006
2018-10-11 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1100, 5.4, 5.0
2018-10-11 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 6.68, 5.0
2018-10-11 15:00:00, 601857.XSHG, 中国石油, 买, 开, 700, 8.83, 5.0
2018-10-11 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1700, 3.65, 5.0
2018-10-11 15:00:00, 600028.XSHG, 中国石化, 买, 开, 900, 6.4, 5.0
2018-10-11 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 21.0, 8.19
2018-10-12 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1100, 5.53, 8.0415
2018-10-12 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1700, 3.74, 8.2654
2018-10-12 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.93, 8.1185
2018-10-12 15:00:00, 600900.XSHG, 长江电力, 买, 开, 400, 15.38, 5.0
2018-10-12 15:00:00, 601766.XSHG, 中国中车, 买, 开, 700, 8.28, 5.0
2018-10-12 15:00:00, 601238.XSHG, 广汽集团, 买, 开, 600, 10.6, 5.088
2018-10-12 15:00:00, 600518.XSHG, 康美药业, 买, 开, 200, 21.57, 5.0
2018-10-15 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 63.2, 8.216
2018-10-15 15:00:00, 601766.XSHG, 中国中车, 卖, 平, 700, 8.15, 7.8525
2018-10-15 15:00:00, 600104.XSHG, 上汽集团, 买, 开, 200, 27.0, 5.0
2018-10-15 15:00:00, 601766.XSHG, 中国中车, 买, 开, 800, 8.15, 5.216
2018-10-16 15:00:00, 601238.XSHG, 广汽集团, 卖, 平, 600, 10.35, 8.105
2018-10-16 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1300, 5.45, 5.668
2018-10-16 15:00:00, 601166.XSHG, 兴业银行, 买, 开, 400, 15.15, 5.0
2018-10-16 15:00:00, 600518.XSHG, 康美药业, 卖, 平, 200, 19.99, 6.999
2018-10-17 15:00:00, 000002.XSHE, 万科A, 买, 开, 300, 21.22, 5.0928
2018-10-18 15:00:00, 601166.XSHG, 兴业银行, 卖, 平, 400, 14.99, 7.998
2018-10-18 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 6.73, 5.0
2018-10-18 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 700, 8.37, 7.9295
2018-10-19 15:00:00, 601857.XSHG, 中国石油, 买, 开, 700, 8.52, 5.0
2018-10-19 15:00:00, 600016.XSHG, 民生银行, 买, 开, 1000, 6.18, 5.0
2018-10-22 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1300, 5.63, 9.5147
2018-10-23 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 400, 15.75, 8.19
2018-10-23 15:00:00, 000002.XSHE, 万科A, 卖, 平, 300, 22.14, 8.6346
2018-10-23 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1200, 5.47, 5.2512
2018-10-23 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1800, 3.81, 5.4864
2018-10-24 15:00:00, 601857.XSHG, 中国石油, 买, 开, 100, 8.3, 5.0
2018-10-31 15:00:00, 600900.XSHG, 长江电力, 买, 开, 400, 15.61, 5.0
2018-11-07 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.97, 8.1549
2018-11-07 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1200, 5.52, 8.6112
2018-11-07 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1100, 5.52, 5.0
2018-11-07 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 6.97, 5.0184
2018-11-08 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.97, 8.1549
2018-11-08 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1100, 5.53, 8.0415
2018-11-08 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 6.97, 5.0184
2018-11-09 15:00:00, 600016.XSHG, 民生银行, 卖, 平, 1000, 6.18, 8.09
2018-11-09 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 400, 14.65, 7.93
2018-11-13 15:00:00, 601238.XSHG, 广汽集团, 买, 开, 500, 10.86, 5.0
2018-11-13 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 800, 8.06, 8.3824
2018-11-14 15:00:00, 601857.XSHG, 中国石油, 买, 开, 800, 7.84, 5.0176
2018-11-14 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 900, 5.97, 7.6865
2018-11-14 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.62, 7.979
2018-11-14 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1800, 3.59, 8.4006
2018-11-15 15:00:00, 601238.XSHG, 广汽集团, 卖, 平, 500, 10.78, 7.695
2018-11-15 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1600, 3.61, 5.0
2018-11-15 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1000, 6.0, 5.0
2018-11-15 15:00:00, 002415.XSHE, 海康威视, 买, 开, 200, 27.86, 5.0
2018-11-16 15:00:00, 600276.XSHG, 恒瑞医药, 买, 开, 100, 62.31, 5.0
2018-11-16 15:00:00, 000651.XSHE, 格力电器, 买, 开, 100, 38.59, 5.0
2018-11-19 15:00:00, 600104.XSHG, 上汽集团, 买, 开, 100, 25.75, 5.0
2018-11-20 15:00:00, 601288.XSHG, 农业银行, 买, 开, 200, 3.6, 5.0
2018-11-21 15:00:00, 601766.XSHG, 中国中车, 卖, 平, 800, 8.74, 9.0896
2018-11-21 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 200, 26.52, 7.652
2018-11-21 15:00:00, 600276.XSHG, 恒瑞医药, 卖, 平, 100, 64.02, 8.3226
2018-11-21 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 100, 3.62, 5.181
2018-11-21 15:00:00, 002415.XSHE, 海康威视, 买, 开, 200, 26.52, 5.0
2018-11-22 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 200, 26.78, 7.678
2018-11-22 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1100, 5.36, 5.0
2018-11-22 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 6.69, 5.0
2018-11-23 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 5.33, 5.0
2018-11-23 15:00:00, 600104.XSHG, 上汽集团, 卖, 平, 300, 25.12, 9.7968
2018-11-26 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1800, 3.6, 5.184
2018-11-26 15:00:00, 600028.XSHG, 中国石化, 买, 开, 100, 5.79, 5.0
2018-11-28 15:00:00, 600585.XSHG, 海螺水泥, 买, 开, 200, 31.5, 5.04
2018-12-03 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1200, 5.41, 8.4396
2018-12-03 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 6.77, 8.0465
2018-12-03 15:00:00, 002594.XSHE, 比亚迪, 买, 开, 100, 56.08, 5.0
2018-12-03 15:00:00, 601155.XSHG, 新城控股, 买, 开, 200, 26.76, 5.0
2018-12-03 15:00:00, 600438.XSHG, 通威股份, 买, 开, 700, 8.67, 5.0
2018-12-04 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1100, 6.02, 8.6086
2018-12-04 15:00:00, 600048.XSHG, 保利发展, 买, 开, 600, 12.68, 6.0864
2018-12-05 15:00:00, 601155.XSHG, 新城控股, 卖, 平, 200, 26.24, 7.624
2018-12-05 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 6.73, 5.0
2018-12-06 15:00:00, 000651.XSHE, 格力电器, 卖, 平, 100, 36.5, 6.825
2018-12-07 15:00:00, 601398.XSHG, 工商银行, 买, 开, 700, 5.35, 5.0
2018-12-12 15:00:00, 600048.XSHG, 保利发展, 卖, 平, 600, 12.89, 10.0542
2018-12-12 15:00:00, 600000.XSHG, 浦发银行, 买, 开, 700, 10.73, 6.0088
