日期,账户类型,可用资金,总权益,市值,保证金,费用
2025-05-29 15:30:00, 股票, 20697.6173, 95927.6173, 75230.0, --, 13.3752
2025-05-30 15:30:00, 股票, 20697.6173, 96067.6173, 75370.0, --, 0
2025-06-03 15:30:00, 股票, 21331.2545, 96295.2545, 74964.0, --, 39.3628
2025-06-04 15:30:00, 股票, 20520.7527, 96312.7527, 75792.0, --, 21.5018
2025-06-05 15:30:00, 股票, 11680.1931, 96108.1931, 84428.0, --, 23.5596
2025-06-06 15:30:00, 股票, 11680.1931, 96548.1931, 84868.0, --, 0
2025-06-09 15:30:00, 股票, 11680.1931, 96737.1931, 85057.0, --, 0
2025-06-10 15:30:00, 股票, 21629.3117, 96872.3117, 75243.0, --, 18.8814
2025-06-11 15:30:00, 股票, 11054.0093, 97137.0093, 86083.0, --, 8.5424
2025-06-12 15:30:00, 股票, 22055.1448, 97306.1448, 75251.0, --, 13.8645
2025-06-13 15:30:00, 股票, 11411.6368, 97234.6368, 85823.0, --, 8.508
2025-06-16 15:30:00, 股票, 11411.6368, 97425.6368, 86014.0, --, 0
2025-06-17 15:30:00, 股票, 11411.6368, 97415.6368, 86004.0, --, 0
2025-06-18 15:30:00, 股票, 8925.6368, 97907.6368, 88982.0, --, 5.0
2025-06-19 15:30:00, 股票, 18321.4064, 98063.4064, 79742.0, --, 12.2304
2025-06-20 15:30:00, 股票, 18321.4064, 98122.4064, 79801.0, --, 0
2025-06-23 15:30:00, 股票, 18321.4064, 98582.4064, 80261.0, --, 0
2025-06-24 15:30:00, 股票, 40290.7778, 98579.7778, 58289.0, --, 36.6286
2025-06-25 15:30:00, 股票, 38410.6996, 98974.6996, 60564.0, --, 17.0782
2025-06-26 15:30:00, 股票, 31811.4244, 98989.4244, 67178.0, --, 5.2752
2025-06-27 15:30:00, 股票, 41099.3344, 98037.3344, 56938.0, --, 12.09
2025-06-30 15:30:00, 股票, 41099.3344, 98301.3344, 57202.0, --, 0
2025-07-01 15:30:00, 股票, 23412.2536, 98995.2536, 75583.0, --, 34.0808
2025-07-02 15:30:00, 股票, 23412.2536, 98949.2536, 75537.0, --, 0
2025-07-03 15:30:00, 股票, 21721.2536, 99066.2536, 77345.0, --, 5.0
2025-07-04 15:30:00, 股票, 11453.0456, 99837.0456, 88384.0, --, 8.208
2025-07-07 15:30:00, 股票, 21969.3566, 99652.3566, 77683.0, --, 13.689
2025-07-08 15:30:00, 股票, 20990.3566, 99934.3566, 78944.0, --, 5.0
2025-07-09 15:30:00, 股票, 22140.7786, 100177.7786, 78037.0, --, 5.578
2025-07-10 15:30:00, 股票, 22230.7786, 101224.7786, 78994.0, --, 0
2025-07-11 15:30:00, 股票, 22056.7786, 100613.7786, 78557.0, --, 5.0
2025-07-14 15:30:00, 股票, 22310.7331, 100706.7331, 78396.0, --, 0
2025-07-15 15:30:00, 股票, 21738.4931, 100577.4931, 78839.0, --, 5.0
2025-07-16 15:30:00, 股票, 21738.4931, 100534.4931, 78796.0, --, 0
2025-07-17 15:30:00, 股票, 21976.9431, 100658.9431, 78682.0, --, 0
2025-07-18 15:30:00, 股票, 32356.6494, 100868.6494, 68512.0, --, 33.2937
2025-07-21 15:30:00, 股票, 23357.3667, 100573.3667, 77216.0, --, 29.2827
2025-07-22 15:30:00, 股票, 21644.3667, 100150.3667, 78506.0, --, 10.0
2025-07-23 15:30:00, 股票, 14246.2236, 100733.2236, 86487.0, --, 51.1431
2025-07-24 15:30:00, 股票, 645.3516, 101233.3516, 100588.0, --, 10.872
2025-07-25 15:30:00, 股票, 645.3516, 100974.3516, 100329.0, --, 0
2025-07-28 15:30:00, 股票, 645.3516, 101364.3516, 100719.0, --, 0
2025-07-29 15:30:00, 股票, 645.3516, 101336.3516, 100691.0, --, 0
2025-07-30 15:30:00, 股票, 645.3516, 102582.3516, 101937.0, --, 0
2025-07-31 15:30:00, 股票, 901.3516, 102721.3516, 101820.0, --, 0
2025-08-01 15:30:00, 股票, 17220.1096, 102164.1096, 84944.0, --, 21.242
2025-08-04 15:30:00, 股票, 14565.4013, 102714.4013, 88149.0, --, 28.7083
2025-08-05 15:30:00, 股票, 16753.0073, 104326.0073, 87573.0, --, 47.394
2025-08-06 15:30:00, 股票, 37246.3313, 103953.3313, 66707.0, --, 26.676
2025-08-07 15:30:00, 股票, 37246.3313, 104233.3313, 66987.0, --, 0
2025-08-08 15:30:00, 股票, 30973.3169, 104511.3169, 73538.0, --, 5.0144
2025-08-11 15:30:00, 股票, 36368.12, 104289.12, 67921.0, --, 43.1969
2025-08-12 15:30:00, 股票, 11827.488, 105400.488, 93573.0, --, 45.632
2025-08-13 15:30:00, 股票, 11052.488, 107236.488, 96184.0, --, 5.0
2025-08-14 15:30:00, 股票, 11052.488, 107395.488, 96343.0, --, 0
2025-08-15 15:30:00, 股票, 22749.2624, 107231.2624, 84482.0, --, 15.2256
2025-08-18 15:30:00, 股票, 1350.1568, 107094.1568, 105744.0, --, 17.1056
2025-08-19 15:30:00, 股票, 1350.1568, 107977.1568, 106627.0, --, 0
2025-08-20 15:30:00, 股票, 12690.3953, 108216.3953, 95526.0, --, 14.7615
2025-08-21 15:30:00, 股票, 12690.3953, 107990.3953, 95300.0, --, 0
2025-08-22 15:30:00, 股票, 1541.4833, 108694.4833, 107153.0, --, 8.912
2025-08-25 15:30:00, 股票, 3652.1386, 110713.1386, 107061.0, --, 13.3447
2025-08-26 15:30:00, 股票, 437.7466, 109402.7466, 108965.0, --, 24.392
2025-08-27 15:30:00, 股票, 11259.6598, 107862.6598, 96603.0, --, 14.0868
2025-08-28 15:30:00, 股票, 25098.9942, 109386.9942, 84288.0, --, 42.6656
2025-08-29 15:30:00, 股票, 10834.279, 112545.279, 101711.0, --, 14.7152
2025-09-01 15:30:00, 股票, 2883.9738, 113948.9738, 111065.0, --, 6.5552
2025-09-02 15:30:00, 股票, 2883.9738, 113801.9738, 110918.0, --, 0
2025-09-03 15:30:00, 股票, 2883.9738, 112523.9738, 109640.0, --, 0
2025-09-04 15:30:00, 股票, 13354.3446, 112164.3446, 98810.0, --, 13.6292
2025-09-05 15:30:00, 股票, 23994.4944, 113068.4944, 89074.0, --, 13.8502
2025-09-08 15:30:00, 股票, 19263.0396, 111506.0396, 92243.0, --, 15.4548
2025-09-09 15:30:00, 股票, 10339.9068, 110470.9068, 100131.0, --, 7.1328
2025-09-10 15:30:00, 股票, 11792.1778, 112227.1778, 100435.0, --, 5.729
2025-09-11 15:30:00, 股票, 11759.1925, 114408.1925, 102649.0, --, 21.9853
2025-09-12 15:30:00, 股票, 21544.5549, 114809.5549, 93265.0, --, 58.6376
2025-09-15 15:30:00, 股票, 33677.255, 113674.255, 79997.0, --, 22.2999
2025-09-16 15:30:00, 股票, 23842.0685, 113178.0685, 89336.0, --, 36.1865
2025-09-17 15:30:00, 股票, 23118.6531, 113263.6531, 90145.0, --, 27.4154
2025-09-18 15:30:00, 股票, 23118.6531, 112827.6531, 89709.0, --, 0
2025-09-19 15:30:00, 股票, 33074.8211, 113644.8211, 80570.0, --, 18.832
2025-09-22 15:30:00, 股票, 23774.4597, 114981.4597, 91207.0, --, 32.3614
2025-09-23 15:30:00, 股票, 23012.9802, 117074.9802, 94062.0, --, 15.4795
2025-09-24 15:30:00, 股票, 12433.5234, 116928.5234, 104495.0, --, 8.4568
2025-09-25 15:30:00, 股票, 12433.5234, 117419.5234, 104986.0, --, 0
2025-09-26 15:30:00, 股票, 12433.5234, 116170.5234, 103737.0, --, 0
2025-09-29 15:30:00, 股票, 20635.4041, 116912.4041, 96277.0, --, 19.1193
2025-09-30 15:30:00, 股票, 37180.803, 117052.803, 79872.0, --, 21.6011
2025-10-09 15:30:00, 股票, 18159.1862, 118996.1862, 100837.0, --, 19.6168
2025-10-10 15:30:00, 股票, 599.1494, 118116.1494, 117517.0, --, 14.0368
2025-10-13 15:30:00, 股票, 11853.1786, 117186.1786, 105333.0, --, 37.9708
2025-10-14 15:30:00, 股票, 27130.4101, 118338.4101, 91208.0, --, 47.7685
2025-10-15 15:30:00, 股票, 38682.8479, 119164.8479, 80482.0, --, 37.5622
2025-10-16 15:30:00, 股票, 26379.0127, 119593.0127, 93214.0, --, 9.8352
2025-10-17 15:30:00, 股票, 26712.0727, 119336.0727, 92624.0, --, 0
2025-10-20 15:30:00, 股票, 36347.5303, 119193.5303, 82846.0, --, 12.5424
2025-10-21 15:30:00, 股票, 25174.5991, 119151.5991, 93977.0, --, 8.9312
2025-10-22 15:30:00, 股票, 25287.9715, 119917.9715, 94630.0, --, 24.6276
2025-10-23 15:30:00, 股票, 6530.5906, 121407.5906, 114877.0, --, 37.3809
2025-10-24 15:30:00, 股票, 6720.5906, 121213.5906, 114493.0, --, 0
2025-10-27 15:30:00, 股票, 6720.5906, 121772.5906, 115052.0, --, 0
2025-10-28 15:30:00, 股票, 6720.5906, 120968.5906, 114248.0, --, 0
2025-10-29 15:30:00, 股票, 207.0809, 120048.0809, 119841.0, --, 27.5097
2025-10-30 15:30:00, 股票, 207.0809, 119724.0809, 119517.0, --, 0
2025-10-31 15:30:00, 股票, 207.0809, 117970.0809, 117763.0, --, 0
2025-11-03 15:30:00, 股票, 27821.0868, 118920.0868, 91099.0, --, 41.9941
2025-11-04 15:30:00, 股票, 14781.6636, 119465.6636, 104684.0, --, 10.4232
2025-11-05 15:30:00, 股票, 545.2836, 119115.2836, 118570.0, --, 11.38
2025-11-06 15:30:00, 股票, 545.2836, 119765.2836, 119220.0, --, 0
2025-11-07 15:30:00, 股票, 6695.2046, 119495.2046, 112800.0, --, 8.079
2025-11-10 15:30:00, 股票, 14043.6392, 120517.6392, 106474.0, --, 9.5654
2025-11-11 15:30:00, 股票, 354.6968, 120660.6968, 120306.0, --, 10.9424
2025-11-12 15:30:00, 股票, 354.6968, 122721.6968, 122367.0, --, 0
2025-11-13 15:30:00, 股票, 354.6968, 122375.6968, 122021.0, --, 0
2025-11-14 15:30:00, 股票, 354.6968, 121928.6968, 121574.0, --, 0
2025-11-17 15:30:00, 股票, 10907.763, 120745.763, 109838.0, --, 21.9338
2025-11-18 15:30:00, 股票, 12591.943, 120207.943, 107616.0, --, 5.82
2025-11-19 15:30:00, 股票, 17516.477, 121874.477, 104358.0, --, 7.466
2025-11-20 15:30:00, 股票, 13431.477, 121803.477, 108372.0, --, 5.0
2025-11-21 15:30:00, 股票, 15812.9085, 121040.9085, 105228.0, --, 33.5685
2025-11-24 15:30:00, 股票, 15788.3805, 119942.3805, 104154.0, --, 24.528
2025-11-25 15:30:00, 股票, 17989.5957, 120502.5957, 102513.0, --, 27.7848
2025-11-26 15:30:00, 股票, 26531.2219, 119905.2219, 93374.0, --, 20.3738
2025-11-27 15:30:00, 股票, 17647.1285, 120221.1285, 102574.0, --, 42.0934
2025-11-28 15:30:00, 股票, 27492.7911, 119821.7911, 92329.0, --, 20.3374
2025-12-01 15:30:00, 股票, 27492.7911, 119703.7911, 92211.0, --, 0
2025-12-02 15:30:00, 股票, 28289.3901, 120071.3901, 91782.0, --, 5.401
2025-12-03 15:30:00, 股票, 29204.4093, 119480.4093, 90276.0, --, 28.9808
2025-12-04 15:30:00, 股票, 40485.7245, 119022.7245, 78537.0, --, 14.6848
2025-12-05 15:30:00, 股票, 27113.1884, 118467.1884, 91354.0, --, 37.5361
2025-12-08 15:30:00, 股票, 26104.6469, 118252.6469, 92148.0, --, 23.5415
2025-12-09 15:30:00, 股票, 25127.6469, 118502.6469, 93375.0, --, 5.0
2025-12-10 15:30:00, 股票, 38140.3379, 117225.3379, 79085.0, --, 21.309
2025-12-11 15:30:00, 股票, 37482.8779, 117445.8779, 79963.0, --, 5.0
2025-12-12 15:30:00, 股票, 17811.4507, 116762.4507, 98951.0, --, 38.4272
2025-12-15 15:30:00, 股票, 34232.9699, 116126.9699, 81894.0, --, 32.9708
2025-12-16 15:30:00, 股票, 30271.5679, 115969.5679, 85698.0, --, 22.402
2025-12-17 15:30:00, 股票, 17913.6895, 116554.6895, 98641.0, --, 9.8784
2025-12-18 15:30:00, 股票, 23733.7755, 117894.7755, 94161.0, --, 7.914
2025-12-19 15:30:00, 股票, 13275.6135, 117415.6135, 104140.0, --, 33.162
2025-12-22 15:30:00, 股票, 13275.6135, 118029.6135, 104754.0, --, 0
2025-12-23 15:30:00, 股票, 5704.9818, 118328.9818, 112624.0, --, 56.6317
2025-12-24 15:30:00, 股票, 12851.4139, 118091.4139, 105240.0, --, 45.5679
2025-12-25 15:30:00, 股票, 13844.4325, 117887.4325, 104043.0, --, 27.4314
2025-12-26 15:30:00, 股票, 13058.4325, 118295.4325, 105237.0, --, 5.0
2025-12-29 15:30:00, 股票, 13058.4325, 118659.4325, 105601.0, --, 0
2025-12-30 15:30:00, 股票, 13058.4325, 118321.4325, 105263.0, --, 0
2025-12-31 15:30:00, 股票, 13058.4325, 118907.4325, 105849.0, --, 0
2026-01-05 15:30:00, 股票, 3239.5837, 119255.5837, 116016.0, --, 7.8488
2026-01-06 15:30:00, 股票, 3239.5837, 120511.5837, 117272.0, --, 0
2026-01-07 15:30:00, 股票, 3239.5837, 119521.5837, 116282.0, --, 0
2026-01-08 15:30:00, 股票, 3239.5837, 118852.5837, 115613.0, --, 0
2026-01-09 15:30:00, 股票, 3239.5837, 119186.5837, 115947.0, --, 0
2026-01-12 15:30:00, 股票, 13685.9857, 119690.9857, 106005.0, --, 13.598
2026-01-13 15:30:00, 股票, 13685.9857, 120936.9857, 107251.0, --, 0
2026-01-14 15:30:00, 股票, 13905.8452, 119836.8452, 105931.0, --, 25.1405
2026-01-15 15:30:00, 股票, 25345.3483, 119278.3483, 93933.0, --, 47.4969
2026-01-16 15:30:00, 股票, 35514.2493, 118227.2493, 82713.0, --, 42.099
2026-01-19 15:30:00, 股票, 35514.2493, 117663.2493, 82149.0, --, 0
2026-01-20 15:30:00, 股票, 17133.5565, 117807.5565, 100674.0, --, 14.6928
2026-01-21 15:30:00, 股票, 23105.0797, 117038.0797, 93933.0, --, 19.4768
2026-01-22 15:30:00, 股票, 50524.5466, 116499.5466, 65975.0, --, 59.5331
2026-01-23 15:30:00, 股票, 26948.4794, 116111.4794, 89163.0, --, 27.0672
2026-01-26 15:30:00, 股票, 24746.4242, 118134.4242, 93388.0, --, 22.0552
2026-01-27 15:30:00, 股票, 24746.4242, 118904.4242, 94158.0, --, 0
2026-01-28 15:30:00, 股票, 12576.6962, 120727.6962, 108151.0, --, 9.728
2026-01-29 15:30:00, 股票, 12576.6962, 121117.6962, 108541.0, --, 0
2026-01-30 15:30:00, 股票, 12576.6962, 119452.6962, 106876.0, --, 0
2026-02-02 15:30:00, 股票, 32391.9029, 115808.9029, 83417.0, --, 25.7933
2026-02-03 15:30:00, 股票, 25084.4873, 115850.4873, 90766.0, --, 38.4156
2026-02-04 15:30:00, 股票, 25084.4873, 116446.4873, 91362.0, --, 0
2026-02-05 15:30:00, 股票, 25060.8938, 115929.8938, 90869.0, --, 23.5935
2026-02-06 15:30:00, 股票, 15559.2986, 116547.2986, 100988.0, --, 7.5952
2026-02-09 15:30:00, 股票, 13892.6489, 117403.6489, 103511.0, --, 25.6497
2026-02-10 15:30:00, 股票, 17742.4994, 117713.4994, 99971.0, --, 51.1495
2026-02-11 15:30:00, 股票, 29043.7886, 117973.7886, 88930.0, --, 14.7108
2026-02-12 15:30:00, 股票, 29043.7886, 117884.7886, 88841.0, --, 0
2026-02-13 15:30:00, 股票, 12460.3224, 116085.3224, 103625.0, --, 39.4662
2026-02-24 15:30:00, 股票, 12460.3224, 117949.3224, 105489.0, --, 0
2026-02-25 15:30:00, 股票, 12460.3224, 117719.3224, 105259.0, --, 0
2026-02-26 15:30:00, 股票, 45802.429, 116697.429, 70895.0, --, 47.8934
2026-02-27 15:30:00, 股票, 37534.4065, 116616.4065, 79082.0, --, 25.0225
2026-03-02 15:30:00, 股票, 26419.5217, 120617.5217, 94198.0, --, 8.8848
