时间,合约代码,合约名称,最新价,多/空,仓位,开仓均价,市值,累计盈亏,保证金,费用
2019-10-31 15:30:00, 600050.XSHG, 中国联通, 6.14, --, 1100, 6.15, 6754.0, -11.0, --, 0
2019-10-31 15:30:00, 601988.XSHG, 中国银行, 3.7, --, 1800, 3.69, 6660.0, 18.0, --, 0
2019-10-31 15:30:00, 600036.XSHG, 招商银行, 35.5, --, 200, 35.815, 7100.0, -63.0, --, 5.0
2019-10-31 15:30:00, 601857.XSHG, 中国石油, 5.88, --, 1300, 5.88, 7644.0, 0, --, 6.1152
2019-11-01 15:30:00, 601398.XSHG, 工商银行, 5.94, --, 1300, 5.7109, 7722.0, 297.7758, --, 0
2019-11-01 15:30:00, 601628.XSHG, 中国人寿, 33.32, --, 200, 28.85, 6664.0, 894.0, --, 0
2019-11-01 15:30:00, 601939.XSHG, 建设银行, 7.3, --, 900, 6.96, 6570.0, 306.0, --, 0
2019-11-01 15:30:00, 601138.XSHG, 工业富联, 15.59, --, 600, 14.23, 9354.0, 816.0, --, 0
2019-11-01 15:30:00, 600050.XSHG, 中国联通, 6.16, --, 1100, 6.15, 6776.0, 11.0, --, 0
2019-11-01 15:30:00, 601988.XSHG, 中国银行, 3.7, --, 1800, 3.69, 6660.0, 18.0, --, 0
2019-11-01 15:30:00, 600036.XSHG, 招商银行, 36.6, --, 200, 35.815, 7320.0, 157.0, --, 0
2019-11-01 15:30:00, 601857.XSHG, 中国石油, 5.89, --, 1300, 5.88, 7657.0, 13.0, --, 0
2019-11-01 15:30:00, 300498.XSHE, 温氏股份, 39.98, --, 100, 39.98, 3998.0, 0, --, 5.0
2019-11-04 15:30:00, 601398.XSHG, 工商银行, 5.9, --, 1300, 5.7109, 7670.0, 245.7758, --, 0
2019-11-04 15:30:00, 601628.XSHG, 中国人寿, 34.81, --, 200, 28.85, 6962.0, 1192.0, --, 0
2019-11-04 15:30:00, 601138.XSHG, 工业富联, 15.78, --, 600, 14.23, 9468.0, 930.0, --, 0
2019-11-04 15:30:00, 600050.XSHG, 中国联通, 6.16, --, 1100, 6.15, 6776.0, 11.0, --, 0
2019-11-04 15:30:00, 601988.XSHG, 中国银行, 3.7, --, 1800, 3.69, 6660.0, 18.0, --, 0
2019-11-04 15:30:00, 600036.XSHG, 招商银行, 37.18, --, 200, 35.815, 7436.0, 273.0, --, 0
2019-11-04 15:30:00, 601857.XSHG, 中国石油, 5.89, --, 1300, 5.88, 7657.0, 13.0, --, 0
2019-11-04 15:30:00, 300498.XSHE, 温氏股份, 39.46, --, 100, 39.98, 3946.0, -52.0, --, 0
2019-11-05 15:30:00, 601398.XSHG, 工商银行, 5.92, --, 1300, 5.7109, 7696.0, 271.7758, --, 0
2019-11-05 15:30:00, 601628.XSHG, 中国人寿, 35.75, --, 200, 28.85, 7150.0, 1380.0, --, 0
2019-11-05 15:30:00, 601138.XSHG, 工业富联, 15.9, --, 600, 14.23, 9540.0, 1002.0, --, 0
2019-11-05 15:30:00, 600050.XSHG, 中国联通, 6.18, --, 1100, 6.15, 6798.0, 33.0, --, 0
2019-11-05 15:30:00, 601988.XSHG, 中国银行, 3.72, --, 1800, 3.69, 6696.0, 54.0, --, 0
2019-11-05 15:30:00, 600036.XSHG, 招商银行, 37.66, --, 200, 35.815, 7532.0, 369.0, --, 0
2019-11-05 15:30:00, 601857.XSHG, 中国石油, 5.9, --, 1300, 5.88, 7670.0, 26.0, --, 0
2019-11-05 15:30:00, 300498.XSHE, 温氏股份, 39.93, --, 100, 39.98, 3993.0, -5.0, --, 0
2019-11-05 15:30:00, 601288.XSHG, 农业银行, 3.66, --, 1800, 3.66, 6588.0, 0, --, 5.2704
2019-11-06 15:30:00, 601398.XSHG, 工商银行, 5.98, --, 1300, 5.7109, 7774.0, 349.7758, --, 0
2019-11-06 15:30:00, 601628.XSHG, 中国人寿, 35.8, --, 200, 28.85, 7160.0, 1390.0, --, 0
2019-11-06 15:30:00, 601138.XSHG, 工业富联, 15.62, --, 600, 14.23, 9372.0, 834.0, --, 0
2019-11-06 15:30:00, 600050.XSHG, 中国联通, 6.08, --, 1100, 6.15, 6688.0, -77.0, --, 0
2019-11-06 15:30:00, 601988.XSHG, 中国银行, 3.74, --, 1800, 3.69, 6732.0, 90.0, --, 0
2019-11-06 15:30:00, 600036.XSHG, 招商银行, 38.15, --, 200, 35.815, 7630.0, 467.0, --, 0
2019-11-06 15:30:00, 601857.XSHG, 中国石油, 5.85, --, 1300, 5.88, 7605.0, -39.0, --, 0
2019-11-06 15:30:00, 300498.XSHE, 温氏股份, 39.16, --, 100, 39.98, 3916.0, -82.0, --, 0
2019-11-06 15:30:00, 601288.XSHG, 农业银行, 3.68, --, 1800, 3.66, 6624.0, 36.0, --, 0
2019-11-07 15:30:00, 601398.XSHG, 工商银行, 5.95, --, 1300, 5.7109, 7735.0, 310.7758, --, 0
2019-11-07 15:30:00, 601628.XSHG, 中国人寿, 34.88, --, 200, 28.85, 6976.0, 1206.0, --, 0
2019-11-07 15:30:00, 601138.XSHG, 工业富联, 15.32, --, 600, 14.23, 9192.0, 654.0, --, 0
2019-11-07 15:30:00, 600050.XSHG, 中国联通, 6.05, --, 1100, 6.15, 6655.0, -110.0, --, 0
2019-11-07 15:30:00, 601988.XSHG, 中国银行, 3.73, --, 1800, 3.69, 6714.0, 72.0, --, 0
2019-11-07 15:30:00, 600036.XSHG, 招商银行, 38.16, --, 200, 35.815, 7632.0, 469.0, --, 0
2019-11-07 15:30:00, 601857.XSHG, 中国石油, 5.82, --, 1300, 5.88, 7566.0, -78.0, --, 0
2019-11-07 15:30:00, 601288.XSHG, 农业银行, 3.66, --, 1500, 3.66, 5490.0, 0, --, 5.549
2019-11-08 15:30:00, 601398.XSHG, 工商银行, 5.87, --, 1300, 5.7109, 7631.0, 206.7758, --, 0
2019-11-08 15:30:00, 601628.XSHG, 中国人寿, 34.84, --, 200, 28.85, 6968.0, 1198.0, --, 0
2019-11-08 15:30:00, 600050.XSHG, 中国联通, 5.96, --, 1100, 6.15, 6556.0, -209.0, --, 0
2019-11-08 15:30:00, 601988.XSHG, 中国银行, 3.68, --, 1800, 3.69, 6624.0, -18.0, --, 0
2019-11-08 15:30:00, 600036.XSHG, 招商银行, 37.75, --, 200, 35.815, 7550.0, 387.0, --, 0
2019-11-08 15:30:00, 601857.XSHG, 中国石油, 5.79, --, 1300, 5.88, 7527.0, -117.0, --, 0
2019-11-08 15:30:00, 601288.XSHG, 农业银行, 3.61, --, 1900, 3.6495, 6859.0, -75.0, --, 5.0
2019-11-11 15:30:00, 601628.XSHG, 中国人寿, 35.3, --, 200, 28.85, 7060.0, 1290.0, --, 0
2019-11-11 15:30:00, 601988.XSHG, 中国银行, 3.64, --, 1800, 3.69, 6552.0, -90.0, --, 0
2019-11-11 15:30:00, 600036.XSHG, 招商银行, 37.31, --, 200, 35.815, 7462.0, 299.0, --, 0
2019-11-11 15:30:00, 601857.XSHG, 中国石油, 5.67, --, 1300, 5.88, 7371.0, -273.0, --, 0
2019-11-11 15:30:00, 601288.XSHG, 农业银行, 3.55, --, 1900, 3.6495, 6745.0, -189.0, --, 0
2019-11-12 15:30:00, 601628.XSHG, 中国人寿, 35.42, --, 200, 28.85, 7084.0, 1314.0, --, 0
2019-11-12 15:30:00, 601988.XSHG, 中国银行, 3.66, --, 1800, 3.69, 6588.0, -54.0, --, 0
2019-11-12 15:30:00, 600036.XSHG, 招商银行, 37.2, --, 200, 35.815, 7440.0, 277.0, --, 0
2019-11-12 15:30:00, 601857.XSHG, 中国石油, 5.63, --, 1300, 5.88, 7319.0, -325.0, --, 0
2019-11-12 15:30:00, 601288.XSHG, 农业银行, 3.56, --, 1900, 3.6495, 6764.0, -170.0, --, 0
2019-11-12 15:30:00, 601398.XSHG, 工商银行, 5.8, --, 1100, 5.8, 6380.0, 0, --, 5.104
2019-11-12 15:30:00, 601939.XSHG, 建设银行, 7.24, --, 900, 7.24, 6516.0, 0, --, 5.2128
2019-11-13 15:30:00, 601628.XSHG, 中国人寿, 34.6, --, 200, 28.85, 6920.0, 1150.0, --, 0
2019-11-13 15:30:00, 601988.XSHG, 中国银行, 3.65, --, 1800, 3.69, 6570.0, -72.0, --, 0
2019-11-13 15:30:00, 600036.XSHG, 招商银行, 37.0, --, 200, 35.815, 7400.0, 237.0, --, 0
2019-11-13 15:30:00, 601288.XSHG, 农业银行, 3.57, --, 1900, 3.6495, 6783.0, -151.0, --, 0
2019-11-13 15:30:00, 601398.XSHG, 工商银行, 5.78, --, 1100, 5.8, 6358.0, -22.0, --, 0
2019-11-13 15:30:00, 601939.XSHG, 建设银行, 7.19, --, 900, 7.24, 6471.0, -45.0, --, 0
2019-11-13 15:30:00, 600028.XSHG, 中国石化, 4.87, --, 1400, 4.87, 6818.0, 0, --, 5.4544
2019-11-14 15:30:00, 601628.XSHG, 中国人寿, 34.22, --, 200, 28.85, 6844.0, 1074.0, --, 0
2019-11-14 15:30:00, 601988.XSHG, 中国银行, 3.62, --, 1900, 3.6863, 6878.0, -126.0, --, 5.0
2019-11-14 15:30:00, 600036.XSHG, 招商银行, 36.74, --, 200, 35.815, 7348.0, 185.0, --, 0
2019-11-14 15:30:00, 601288.XSHG, 农业银行, 3.56, --, 1900, 3.6495, 6764.0, -170.0, --, 0
2019-11-14 15:30:00, 601398.XSHG, 工商银行, 5.75, --, 1200, 5.7958, 6900.0, -55.0, --, 5.0
2019-11-14 15:30:00, 601939.XSHG, 建设银行, 7.16, --, 900, 7.24, 6444.0, -72.0, --, 0
2019-11-14 15:30:00, 600028.XSHG, 中国石化, 4.85, --, 1400, 4.87, 6790.0, -28.0, --, 0
2019-11-15 15:30:00, 601628.XSHG, 中国人寿, 34.6, --, 200, 28.85, 6920.0, 1150.0, --, 0
2019-11-15 15:30:00, 601988.XSHG, 中国银行, 3.61, --, 1900, 3.6863, 6859.0, -145.0, --, 0
2019-11-15 15:30:00, 600036.XSHG, 招商银行, 36.83, --, 200, 35.815, 7366.0, 203.0, --, 0
2019-11-15 15:30:00, 601288.XSHG, 农业银行, 3.57, --, 1900, 3.6495, 6783.0, -151.0, --, 0
2019-11-15 15:30:00, 601398.XSHG, 工商银行, 5.79, --, 1200, 5.7958, 6948.0, -7.0, --, 0
2019-11-15 15:30:00, 601939.XSHG, 建设银行, 7.15, --, 900, 7.24, 6435.0, -81.0, --, 0
2019-11-15 15:30:00, 600028.XSHG, 中国石化, 4.85, --, 1400, 4.87, 6790.0, -28.0, --, 0
2019-11-15 15:30:00, 601857.XSHG, 中国石油, 5.5, --, 1200, 5.5, 6600.0, 0, --, 5.28
2019-11-18 15:30:00, 601628.XSHG, 中国人寿, 35.56, --, 200, 28.85, 7112.0, 1342.0, --, 0
2019-11-18 15:30:00, 601988.XSHG, 中国银行, 3.62, --, 1900, 3.6863, 6878.0, -126.0, --, 0
2019-11-18 15:30:00, 601288.XSHG, 农业银行, 3.59, --, 1900, 3.6495, 6821.0, -113.0, --, 0
2019-11-18 15:30:00, 601398.XSHG, 工商银行, 5.82, --, 1200, 5.7958, 6984.0, 29.0, --, 0
2019-11-18 15:30:00, 601939.XSHG, 建设银行, 7.17, --, 900, 7.24, 6453.0, -63.0, --, 0
2019-11-18 15:30:00, 600028.XSHG, 中国石化, 4.91, --, 1400, 4.87, 6874.0, 56.0, --, 0
2019-11-18 15:30:00, 601857.XSHG, 中国石油, 5.52, --, 1200, 5.5, 6624.0, 24.0, --, 0
2019-11-18 15:30:00, 002415.XSHE, 海康威视, 33.1, --, 200, 33.1, 6620.0, 0, --, 5.296
2019-11-19 15:30:00, 601628.XSHG, 中国人寿, 35.09, --, 200, 28.85, 7018.0, 1248.0, --, 0
2019-11-19 15:30:00, 601988.XSHG, 中国银行, 3.63, --, 1900, 3.6863, 6897.0, -107.0, --, 0
2019-11-19 15:30:00, 601288.XSHG, 农业银行, 3.6, --, 1900, 3.6495, 6840.0, -94.0, --, 0
2019-11-19 15:30:00, 601398.XSHG, 工商银行, 5.85, --, 1200, 5.7958, 7020.0, 65.0, --, 0
2019-11-19 15:30:00, 601939.XSHG, 建设银行, 7.19, --, 900, 7.24, 6471.0, -45.0, --, 0
2019-11-19 15:30:00, 600028.XSHG, 中国石化, 4.9, --, 1400, 4.87, 6860.0, 42.0, --, 0
2019-11-19 15:30:00, 601857.XSHG, 中国石油, 5.54, --, 1200, 5.5, 6648.0, 48.0, --, 0
2019-11-19 15:30:00, 002415.XSHE, 海康威视, 33.99, --, 200, 33.1, 6798.0, 178.0, --, 0
2019-11-19 15:30:00, 601138.XSHG, 工业富联, 16.08, --, 400, 16.08, 6432.0, 0, --, 5.1456
2019-11-20 15:30:00, 601628.XSHG, 中国人寿, 34.6, --, 200, 28.85, 6920.0, 1150.0, --, 0
2019-11-20 15:30:00, 601988.XSHG, 中国银行, 3.62, --, 1900, 3.6863, 6878.0, -126.0, --, 0
2019-11-20 15:30:00, 601288.XSHG, 农业银行, 3.58, --, 1900, 3.6495, 6802.0, -132.0, --, 0
2019-11-20 15:30:00, 601398.XSHG, 工商银行, 5.8, --, 1200, 5.7958, 6960.0, 5.0, --, 0
2019-11-20 15:30:00, 601939.XSHG, 建设银行, 7.11, --, 900, 7.24, 6399.0, -117.0, --, 0
2019-11-20 15:30:00, 600028.XSHG, 中国石化, 4.92, --, 1400, 4.87, 6888.0, 70.0, --, 0
2019-11-20 15:30:00, 601857.XSHG, 中国石油, 5.52, --, 1200, 5.5, 6624.0, 24.0, --, 0
2019-11-20 15:30:00, 002415.XSHE, 海康威视, 33.69, --, 200, 33.1, 6738.0, 118.0, --, 0
2019-11-20 15:30:00, 601138.XSHG, 工业富联, 16.21, --, 400, 16.08, 6484.0, 52.0, --, 0
2019-11-20 15:30:00, 600104.XSHG, 上汽集团, 22.77, --, 300, 22.77, 6831.0, 0, --, 5.4648
2019-11-21 15:30:00, 601628.XSHG, 中国人寿, 33.55, --, 200, 28.85, 6710.0, 940.0, --, 0
2019-11-21 15:30:00, 601988.XSHG, 中国银行, 3.63, --, 1900, 3.6863, 6897.0, -107.0, --, 0
2019-11-21 15:30:00, 601288.XSHG, 农业银行, 3.59, --, 1900, 3.6495, 6821.0, -113.0, --, 0
2019-11-21 15:30:00, 601398.XSHG, 工商银行, 5.73, --, 1200, 5.7958, 6876.0, -79.0, --, 0
2019-11-21 15:30:00, 601939.XSHG, 建设银行, 7.13, --, 900, 7.24, 6417.0, -99.0, --, 0
2019-11-21 15:30:00, 600028.XSHG, 中国石化, 4.94, --, 1400, 4.87, 6916.0, 98.0, --, 0
2019-11-21 15:30:00, 601857.XSHG, 中国石油, 5.61, --, 1200, 5.5, 6732.0, 132.0, --, 0
2019-11-21 15:30:00, 002415.XSHE, 海康威视, 33.46, --, 200, 33.1, 6692.0, 72.0, --, 0
2019-11-21 15:30:00, 601138.XSHG, 工业富联, 16.8, --, 400, 16.08, 6720.0, 288.0, --, 0
2019-11-21 15:30:00, 600104.XSHG, 上汽集团, 22.56, --, 300, 22.77, 6768.0, -63.0, --, 0
2019-11-22 15:30:00, 601988.XSHG, 中国银行, 3.61, --, 1900, 3.6863, 6859.0, -145.0, --, 0
2019-11-22 15:30:00, 601288.XSHG, 农业银行, 3.6, --, 1900, 3.6495, 6840.0, -94.0, --, 0
2019-11-22 15:30:00, 601398.XSHG, 工商银行, 5.71, --, 1200, 5.7958, 6852.0, -103.0, --, 0
2019-11-22 15:30:00, 601939.XSHG, 建设银行, 7.14, --, 900, 7.24, 6426.0, -90.0, --, 0
2019-11-22 15:30:00, 600028.XSHG, 中国石化, 4.94, --, 1400, 4.87, 6916.0, 98.0, --, 0
2019-11-22 15:30:00, 601857.XSHG, 中国石油, 5.61, --, 1200, 5.5, 6732.0, 132.0, --, 0
2019-11-22 15:30:00, 002415.XSHE, 海康威视, 31.99, --, 200, 33.1, 6398.0, -222.0, --, 0
2019-11-22 15:30:00, 601138.XSHG, 工业富联, 16.82, --, 400, 16.08, 6728.0, 296.0, --, 0
2019-11-22 15:30:00, 600104.XSHG, 上汽集团, 22.5, --, 300, 22.77, 6750.0, -81.0, --, 0
2019-11-25 15:30:00, 601988.XSHG, 中国银行, 3.65, --, 1900, 3.6863, 6935.0, -69.0, --, 0
2019-11-25 15:30:00, 601288.XSHG, 农业银行, 3.64, --, 1900, 3.6495, 6916.0, -18.0, --, 0
2019-11-25 15:30:00, 601398.XSHG, 工商银行, 5.83, --, 1200, 5.7958, 6996.0, 41.0, --, 0
2019-11-25 15:30:00, 601939.XSHG, 建设银行, 7.21, --, 900, 7.24, 6489.0, -27.0, --, 0
2019-11-25 15:30:00, 601857.XSHG, 中国石油, 5.71, --, 1200, 5.5, 6852.0, 252.0, --, 0
2019-11-25 15:30:00, 002415.XSHE, 海康威视, 31.71, --, 200, 33.1, 6342.0, -278.0, --, 0
2019-11-25 15:30:00, 601138.XSHG, 工业富联, 16.2, --, 400, 16.08, 6480.0, 48.0, --, 0
2019-11-25 15:30:00, 600104.XSHG, 上汽集团, 23.1, --, 300, 22.77, 6930.0, 99.0, --, 0
2019-11-26 15:30:00, 601988.XSHG, 中国银行, 3.67, --, 1900, 3.6863, 6973.0, -31.0, --, 0
2019-11-26 15:30:00, 601288.XSHG, 农业银行, 3.64, --, 2000, 3.649, 7280.0, -18.0, --, 5.0
2019-11-26 15:30:00, 601939.XSHG, 建设银行, 7.21, --, 900, 7.24, 6489.0, -27.0, --, 0
2019-11-26 15:30:00, 601857.XSHG, 中国石油, 5.66, --, 1200, 5.5, 6792.0, 192.0, --, 0
2019-11-26 15:30:00, 002415.XSHE, 海康威视, 32.0, --, 200, 33.1, 6400.0, -220.0, --, 0
2019-11-26 15:30:00, 601138.XSHG, 工业富联, 16.41, --, 400, 16.08, 6564.0, 132.0, --, 0
2019-11-26 15:30:00, 600104.XSHG, 上汽集团, 23.43, --, 300, 22.77, 7029.0, 198.0, --, 0
2019-11-27 15:30:00, 601288.XSHG, 农业银行, 3.66, --, 2000, 3.649, 7320.0, 22.0, --, 0
2019-11-27 15:30:00, 601939.XSHG, 建设银行, 7.22, --, 900, 7.24, 6498.0, -18.0, --, 0
2019-11-27 15:30:00, 601857.XSHG, 中国石油, 5.66, --, 1200, 5.5, 6792.0, 192.0, --, 0
2019-11-27 15:30:00, 002415.XSHE, 海康威视, 31.79, --, 200, 33.1, 6358.0, -262.0, --, 0
2019-11-27 15:30:00, 601138.XSHG, 工业富联, 16.54, --, 400, 16.08, 6616.0, 184.0, --, 0
2019-11-27 15:30:00, 601088.XSHG, 中国神华, 17.4, --, 400, 17.4, 6960.0, 0, --, 5.568
2019-11-27 15:30:00, 000002.XSHE, 万科A, 28.0, --, 200, 28.0, 5600.0, 0, --, 5.0
2019-11-27 15:30:00, 601319.XSHG, 中国人保, 6.74, --, 1000, 6.74, 6740.0, 0, --, 5.392
2019-11-27 15:30:00, 600585.XSHG, 海螺水泥, 46.68, --, 100, 46.68, 4668.0, 0, --, 5.0
2019-11-28 15:30:00, 601288.XSHG, 农业银行, 3.64, --, 2000, 3.649, 7280.0, -18.0, --, 0
2019-11-28 15:30:00, 601939.XSHG, 建设银行, 7.14, --, 900, 7.24, 6426.0, -90.0, --, 0
2019-11-28 15:30:00, 601857.XSHG, 中国石油, 5.62, --, 1200, 5.5, 6744.0, 144.0, --, 0
2019-11-28 15:30:00, 002415.XSHE, 海康威视, 31.75, --, 200, 33.1, 6350.0, -270.0, --, 0
2019-11-28 15:30:00, 601138.XSHG, 工业富联, 16.38, --, 400, 16.08, 6552.0, 120.0, --, 0
2019-11-28 15:30:00, 601088.XSHG, 中国神华, 17.24, --, 400, 17.4, 6896.0, -64.0, --, 0
2019-11-28 15:30:00, 000002.XSHE, 万科A, 27.8, --, 200, 28.0, 5560.0, -40.0, --, 0
2019-11-28 15:30:00, 601319.XSHG, 中国人保, 6.6, --, 1000, 6.74, 6600.0, -140.0, --, 0
2019-11-28 15:30:00, 600585.XSHG, 海螺水泥, 46.99, --, 100, 46.68, 4699.0, 31.0, --, 0
2019-11-29 15:30:00, 601288.XSHG, 农业银行, 3.62, --, 2000, 3.649, 7240.0, -58.0, --, 0
2019-11-29 15:30:00, 601939.XSHG, 建设银行, 7.1, --, 900, 7.24, 6390.0, -126.0, --, 0
2019-11-29 15:30:00, 601857.XSHG, 中国石油, 5.59, --, 1200, 5.5, 6708.0, 108.0, --, 0
2019-11-29 15:30:00, 601138.XSHG, 工业富联, 16.66, --, 400, 16.08, 6664.0, 232.0, --, 0
2019-11-29 15:30:00, 601088.XSHG, 中国神华, 17.21, --, 400, 17.4, 6884.0, -76.0, --, 0
2019-11-29 15:30:00, 000002.XSHE, 万科A, 27.7, --, 200, 28.0, 5540.0, -60.0, --, 0
2019-11-29 15:30:00, 601319.XSHG, 中国人保, 6.59, --, 1000, 6.74, 6590.0, -150.0, --, 0
2019-11-29 15:30:00, 600585.XSHG, 海螺水泥, 45.8, --, 100, 46.68, 4580.0, -88.0, --, 0
2019-12-02 15:30:00, 601288.XSHG, 农业银行, 3.62, --, 2400, 3.6442, 8688.0, -58.0, --, 5.0
2019-12-02 15:30:00, 601939.XSHG, 建设银行, 7.12, --, 900, 7.24, 6408.0, -108.0, --, 0
2019-12-02 15:30:00, 601857.XSHG, 中国石油, 5.56, --, 1500, 5.512, 8340.0, 72.0, --, 5.0
2019-12-02 15:30:00, 601138.XSHG, 工业富联, 17.02, --, 400, 16.08, 6808.0, 376.0, --, 0
2019-12-02 15:30:00, 601088.XSHG, 中国神华, 17.29, --, 400, 17.4, 6916.0, -44.0, --, 0
2019-12-02 15:30:00, 000002.XSHE, 万科A, 28.05, --, 200, 28.0, 5610.0, 10.0, --, 0
2019-12-02 15:30:00, 601319.XSHG, 中国人保, 6.61, --, 1000, 6.74, 6610.0, -130.0, --, 0
2019-12-02 15:30:00, 600585.XSHG, 海螺水泥, 46.69, --, 100, 46.68, 4669.0, 1.0, --, 0
2019-12-03 15:30:00, 601288.XSHG, 农业银行, 3.63, --, 2400, 3.6442, 8712.0, -34.0, --, 0
2019-12-03 15:30:00, 601939.XSHG, 建设银行, 7.15, --, 900, 7.24, 6435.0, -81.0, --, 0
2019-12-03 15:30:00, 601857.XSHG, 中国石油, 5.58, --, 1500, 5.512, 8370.0, 102.0, --, 0
2019-12-03 15:30:00, 601138.XSHG, 工业富联, 17.09, --, 400, 16.08, 6836.0, 404.0, --, 0
2019-12-03 15:30:00, 601088.XSHG, 中国神华, 17.38, --, 400, 17.4, 6952.0, -8.0, --, 0
2019-12-03 15:30:00, 000002.XSHE, 万科A, 28.0, --, 200, 28.0, 5600.0, 0, --, 0
2019-12-03 15:30:00, 601319.XSHG, 中国人保, 6.68, --, 1000, 6.74, 6680.0, -60.0, --, 0
2019-12-03 15:30:00, 600585.XSHG, 海螺水泥, 46.22, --, 100, 46.68, 4622.0, -46.0, --, 0
2019-12-03 15:30:00, 601398.XSHG, 工商银行, 5.79, --, 1200, 5.79, 6948.0, 0, --, 5.5584
2019-12-04 15:30:00, 601288.XSHG, 农业银行, 3.61, --, 2400, 3.6442, 8664.0, -82.0, --, 0
2019-12-04 15:30:00, 601939.XSHG, 建设银行, 7.14, --, 900, 7.24, 6426.0, -90.0, --, 0
2019-12-04 15:30:00, 601857.XSHG, 中国石油, 5.58, --, 1500, 5.512, 8370.0, 102.0, --, 0
2019-12-04 15:30:00, 601138.XSHG, 工业富联, 16.84, --, 400, 16.08, 6736.0, 304.0, --, 0
2019-12-04 15:30:00, 601088.XSHG, 中国神华, 17.18, --, 400, 17.4, 6872.0, -88.0, --, 0
2019-12-04 15:30:00, 000002.XSHE, 万科A, 27.78, --, 200, 28.0, 5556.0, -44.0, --, 0
2019-12-04 15:30:00, 601319.XSHG, 中国人保, 6.63, --, 1000, 6.74, 6630.0, -110.0, --, 0
2019-12-04 15:30:00, 600585.XSHG, 海螺水泥, 46.0, --, 100, 46.68, 4600.0, -68.0, --, 0
2019-12-04 15:30:00, 601398.XSHG, 工商银行, 5.76, --, 1300, 5.7877, 7488.0, -36.0, --, 5.0
2019-12-05 15:30:00, 601288.XSHG, 农业银行, 3.62, --, 2400, 3.6442, 8688.0, -58.0, --, 0
2019-12-05 15:30:00, 601939.XSHG, 建设银行, 7.14, --, 900, 7.24, 6426.0, -90.0, --, 0
2019-12-05 15:30:00, 601138.XSHG, 工业富联, 17.14, --, 400, 16.08, 6856.0, 424.0, --, 0
2019-12-05 15:30:00, 601088.XSHG, 中国神华, 17.16, --, 400, 17.4, 6864.0, -96.0, --, 0
2019-12-05 15:30:00, 000002.XSHE, 万科A, 27.8, --, 200, 28.0, 5560.0, -40.0, --, 0
2019-12-05 15:30:00, 601319.XSHG, 中国人保, 6.75, --, 1000, 6.74, 6750.0, 10.0, --, 0
2019-12-05 15:30:00, 600585.XSHG, 海螺水泥, 46.75, --, 100, 46.68, 4675.0, 7.0, --, 0
2019-12-05 15:30:00, 601398.XSHG, 工商银行, 5.77, --, 1300, 5.7877, 7501.0, -23.0, --, 0
2019-12-05 15:30:00, 600900.XSHG, 长江电力, 17.83, --, 400, 17.83, 7132.0, 0, --, 5.7056
2019-12-06 15:30:00, 601288.XSHG, 农业银行, 3.61, --, 2400, 3.6442, 8664.0, -82.0, --, 0
2019-12-06 15:30:00, 601939.XSHG, 建设银行, 7.14, --, 900, 7.24, 6426.0, -90.0, --, 0
2019-12-06 15:30:00, 601138.XSHG, 工业富联, 16.8, --, 400, 16.08, 6720.0, 288.0, --, 0
2019-12-06 15:30:00, 601088.XSHG, 中国神华, 17.17, --, 400, 17.4, 6868.0, -92.0, --, 0
2019-12-06 15:30:00, 000002.XSHE, 万科A, 27.86, --, 200, 28.0, 5572.0, -28.0, --, 0
2019-12-06 15:30:00, 601319.XSHG, 中国人保, 6.79, --, 1000, 6.74, 6790.0, 50.0, --, 0
2019-12-06 15:30:00, 600585.XSHG, 海螺水泥, 47.12, --, 100, 46.68, 4712.0, 44.0, --, 0
2019-12-06 15:30:00, 601398.XSHG, 工商银行, 5.75, --, 1300, 5.7877, 7475.0, -49.0, --, 0
2019-12-06 15:30:00, 600900.XSHG, 长江电力, 17.83, --, 400, 17.83, 7132.0, 0, --, 0
2019-12-06 15:30:00, 600104.XSHG, 上汽集团, 22.75, --, 300, 22.75, 6825.0, 0, --, 5.46
2019-12-09 15:30:00, 601288.XSHG, 农业银行, 3.61, --, 2400, 3.6442, 8664.0, -82.0, --, 0
2019-12-09 15:30:00, 601939.XSHG, 建设银行, 7.09, --, 900, 7.24, 6381.0, -135.0, --, 0
2019-12-09 15:30:00, 601138.XSHG, 工业富联, 17.53, --, 400, 16.08, 7012.0, 580.0, --, 0
2019-12-09 15:30:00, 601088.XSHG, 中国神华, 17.49, --, 400, 17.4, 6996.0, 36.0, --, 0
2019-12-09 15:30:00, 000002.XSHE, 万科A, 28.17, --, 200, 28.0, 5634.0, 34.0, --, 0
2019-12-09 15:30:00, 601319.XSHG, 中国人保, 6.78, --, 1000, 6.74, 6780.0, 40.0, --, 0
2019-12-09 15:30:00, 600585.XSHG, 海螺水泥, 48.19, --, 100, 46.68, 4819.0, 151.0, --, 0
2019-12-09 15:30:00, 601398.XSHG, 工商银行, 5.74, --, 1300, 5.7877, 7462.0, -62.0, --, 0
2019-12-09 15:30:00, 600900.XSHG, 长江电力, 17.92, --, 400, 17.83, 7168.0, 36.0, --, 0
2019-12-09 15:30:00, 600104.XSHG, 上汽集团, 22.68, --, 300, 22.75, 6804.0, -21.0, --, 0
2019-12-10 15:30:00, 601288.XSHG, 农业银行, 3.61, --, 2400, 3.6442, 8664.0, -82.0, --, 0
2019-12-10 15:30:00, 601939.XSHG, 建设银行, 7.07, --, 900, 7.24, 6363.0, -153.0, --, 0
