时间,合约代码,合约名称,最新价,多/空,仓位,开仓均价,市值,累计盈亏,保证金,费用
2020-02-20 15:30:00, 601066.XSHG, 中信建投, 35.47, --, 200, 28.81, 7094.0, 1332.0, --, 0
2020-02-20 15:30:00, 002352.XSHE, 顺丰控股, 46.79, --, 100, 38.8, 4679.0, 799.0, --, 0
2020-02-20 15:30:00, 601888.XSHG, 中国中免, 85.8, --, 100, 75.08, 8580.0, 1072.0, --, 0
2020-02-20 15:30:00, 601988.XSHG, 中国银行, 3.63, --, 2500, 3.6, 9075.0, 75.0, --, 0
2020-02-20 15:30:00, 600036.XSHG, 招商银行, 35.98, --, 100, 35.7, 3598.0, 28.0, --, 0
2020-02-20 15:30:00, 601398.XSHG, 工商银行, 5.51, --, 1600, 5.48, 8816.0, 48.0, --, 0
2020-02-20 15:30:00, 601939.XSHG, 建设银行, 6.76, --, 1300, 6.71, 8788.0, 65.0, --, 0
2020-02-20 15:30:00, 601318.XSHG, 中国平安, 83.28, --, 100, 81.7, 8328.0, 158.0, --, 0
2020-02-20 15:30:00, 601857.XSHG, 中国石油, 5.38, --, 1700, 5.33, 9146.0, 85.0, --, 0
2020-02-20 15:30:00, 000002.XSHE, 万科A, 29.85, --, 200, 29.85, 5970.0, 0, --, 5.0
2020-02-21 15:30:00, 601066.XSHG, 中信建投, 34.97, --, 200, 28.81, 6994.0, 1232.0, --, 0
2020-02-21 15:30:00, 002352.XSHE, 顺丰控股, 45.79, --, 100, 38.8, 4579.0, 699.0, --, 0
2020-02-21 15:30:00, 601888.XSHG, 中国中免, 85.07, --, 100, 75.08, 8507.0, 999.0, --, 0
2020-02-21 15:30:00, 601988.XSHG, 中国银行, 3.62, --, 2500, 3.6, 9050.0, 50.0, --, 0
2020-02-21 15:30:00, 600036.XSHG, 招商银行, 35.64, --, 100, 35.7, 3564.0, -6.0, --, 0
2020-02-21 15:30:00, 601398.XSHG, 工商银行, 5.49, --, 1600, 5.48, 8784.0, 16.0, --, 0
2020-02-21 15:30:00, 601939.XSHG, 建设银行, 6.77, --, 1300, 6.71, 8801.0, 78.0, --, 0
2020-02-21 15:30:00, 601857.XSHG, 中国石油, 5.37, --, 1700, 5.33, 9129.0, 68.0, --, 0
2020-02-21 15:30:00, 000002.XSHE, 万科A, 29.25, --, 300, 29.65, 8775.0, -120.0, --, 5.0
2020-02-24 15:30:00, 601066.XSHG, 中信建投, 35.14, --, 200, 28.81, 7028.0, 1266.0, --, 0
2020-02-24 15:30:00, 002352.XSHE, 顺丰控股, 45.96, --, 100, 38.8, 4596.0, 716.0, --, 0
2020-02-24 15:30:00, 601888.XSHG, 中国中免, 82.97, --, 100, 75.08, 8297.0, 789.0, --, 0
2020-02-24 15:30:00, 601988.XSHG, 中国银行, 3.59, --, 2500, 3.6, 8975.0, -25.0, --, 0
2020-02-24 15:30:00, 600036.XSHG, 招商银行, 35.05, --, 100, 35.7, 3505.0, -65.0, --, 0
2020-02-24 15:30:00, 601398.XSHG, 工商银行, 5.44, --, 1600, 5.48, 8704.0, -64.0, --, 0
2020-02-24 15:30:00, 601857.XSHG, 中国石油, 5.28, --, 1700, 5.33, 8976.0, -85.0, --, 0
2020-02-24 15:30:00, 000002.XSHE, 万科A, 28.9, --, 300, 29.65, 8670.0, -225.0, --, 0
2020-02-24 15:30:00, 601088.XSHG, 中国神华, 16.53, --, 400, 16.53, 6612.0, 0, --, 5.2896
2020-02-25 15:30:00, 601066.XSHG, 中信建投, 34.8, --, 200, 28.81, 6960.0, 1198.0, --, 0
2020-02-25 15:30:00, 002352.XSHE, 顺丰控股, 49.63, --, 100, 38.8, 4963.0, 1083.0, --, 0
2020-02-25 15:30:00, 601888.XSHG, 中国中免, 81.84, --, 100, 75.08, 8184.0, 676.0, --, 0
2020-02-25 15:30:00, 601988.XSHG, 中国银行, 3.57, --, 2500, 3.6, 8925.0, -75.0, --, 0
2020-02-25 15:30:00, 600036.XSHG, 招商银行, 34.63, --, 100, 35.7, 3463.0, -107.0, --, 0
2020-02-25 15:30:00, 601398.XSHG, 工商银行, 5.41, --, 1600, 5.48, 8656.0, -112.0, --, 0
2020-02-25 15:30:00, 601857.XSHG, 中国石油, 5.19, --, 1700, 5.33, 8823.0, -238.0, --, 0
2020-02-25 15:30:00, 000002.XSHE, 万科A, 29.33, --, 300, 29.65, 8799.0, -96.0, --, 0
2020-02-25 15:30:00, 601088.XSHG, 中国神华, 16.24, --, 600, 16.4333, 9744.0, -116.0, --, 5.0
2020-02-26 15:30:00, 601066.XSHG, 中信建投, 34.65, --, 200, 28.81, 6930.0, 1168.0, --, 0
2020-02-26 15:30:00, 002352.XSHE, 顺丰控股, 48.55, --, 100, 38.8, 4855.0, 975.0, --, 0
2020-02-26 15:30:00, 601888.XSHG, 中国中免, 80.2, --, 100, 75.08, 8020.0, 512.0, --, 0
2020-02-26 15:30:00, 601988.XSHG, 中国银行, 3.6, --, 2500, 3.6, 9000.0, 0, --, 0
2020-02-26 15:30:00, 600036.XSHG, 招商银行, 34.83, --, 100, 35.7, 3483.0, -87.0, --, 0
2020-02-26 15:30:00, 601398.XSHG, 工商银行, 5.41, --, 1600, 5.48, 8656.0, -112.0, --, 0
2020-02-26 15:30:00, 601857.XSHG, 中国石油, 5.22, --, 1700, 5.33, 8874.0, -187.0, --, 0
2020-02-26 15:30:00, 000002.XSHE, 万科A, 30.11, --, 300, 29.65, 9033.0, 138.0, --, 0
2020-02-26 15:30:00, 601088.XSHG, 中国神华, 16.45, --, 600, 16.4333, 9870.0, 10.0, --, 0
2020-02-27 15:30:00, 601066.XSHG, 中信建投, 35.12, --, 200, 28.81, 7024.0, 1262.0, --, 0
2020-02-27 15:30:00, 002352.XSHE, 顺丰控股, 50.04, --, 100, 38.8, 5004.0, 1124.0, --, 0
2020-02-27 15:30:00, 601888.XSHG, 中国中免, 80.45, --, 100, 75.08, 8045.0, 537.0, --, 0
2020-02-27 15:30:00, 601988.XSHG, 中国银行, 3.62, --, 2500, 3.6, 9050.0, 50.0, --, 0
2020-02-27 15:30:00, 600036.XSHG, 招商银行, 35.22, --, 100, 35.7, 3522.0, -48.0, --, 0
2020-02-27 15:30:00, 601398.XSHG, 工商银行, 5.4, --, 1600, 5.48, 8640.0, -128.0, --, 0
2020-02-27 15:30:00, 601857.XSHG, 中国石油, 5.17, --, 1600, 5.33, 8272.0, -256.0, --, 5.2585
2020-02-27 15:30:00, 000002.XSHE, 万科A, 29.67, --, 300, 29.65, 8901.0, 6.0, --, 0
2020-02-27 15:30:00, 601628.XSHG, 中国人寿, 30.9, --, 200, 30.9, 6180.0, 0, --, 5.0
2020-02-28 15:30:00, 601066.XSHG, 中信建投, 32.21, --, 200, 28.81, 6442.0, 680.0, --, 0
2020-02-28 15:30:00, 002352.XSHE, 顺丰控股, 48.95, --, 100, 38.8, 4895.0, 1015.0, --, 0
2020-02-28 15:30:00, 601888.XSHG, 中国中免, 78.5, --, 100, 75.08, 7850.0, 342.0, --, 0
2020-02-28 15:30:00, 601988.XSHG, 中国银行, 3.55, --, 2500, 3.6, 8875.0, -125.0, --, 0
2020-02-28 15:30:00, 600036.XSHG, 招商银行, 34.2, --, 100, 35.7, 3420.0, -150.0, --, 0
2020-02-28 15:30:00, 601398.XSHG, 工商银行, 5.3, --, 1600, 5.48, 8480.0, -288.0, --, 0
2020-02-28 15:30:00, 601857.XSHG, 中国石油, 5.07, --, 1600, 5.33, 8112.0, -416.0, --, 0
2020-02-28 15:30:00, 000002.XSHE, 万科A, 29.59, --, 300, 29.65, 8877.0, -18.0, --, 0
2020-02-28 15:30:00, 601628.XSHG, 中国人寿, 29.45, --, 200, 29.45, 5890.0, 0, --, 12.945
2020-03-02 15:30:00, 601066.XSHG, 中信建投, 33.24, --, 200, 28.81, 6648.0, 886.0, --, 0
2020-03-02 15:30:00, 002352.XSHE, 顺丰控股, 50.03, --, 100, 38.8, 5003.0, 1123.0, --, 0
2020-03-02 15:30:00, 601888.XSHG, 中国中免, 78.39, --, 100, 75.08, 7839.0, 331.0, --, 0
2020-03-02 15:30:00, 601988.XSHG, 中国银行, 3.6, --, 2500, 3.6, 9000.0, 0, --, 0
2020-03-02 15:30:00, 600036.XSHG, 招商银行, 34.75, --, 100, 35.7, 3475.0, -95.0, --, 0
2020-03-02 15:30:00, 601398.XSHG, 工商银行, 5.36, --, 1600, 5.48, 8576.0, -192.0, --, 0
2020-03-02 15:30:00, 601857.XSHG, 中国石油, 5.17, --, 1600, 5.33, 8272.0, -256.0, --, 0
2020-03-02 15:30:00, 000002.XSHE, 万科A, 31.13, --, 300, 29.65, 9339.0, 444.0, --, 0
2020-03-02 15:30:00, 601628.XSHG, 中国人寿, 30.13, --, 200, 29.45, 6026.0, 136.0, --, 0
2020-03-02 15:30:00, 601138.XSHG, 工业富联, 17.44, --, 600, 17.44, 10464.0, 0, --, 8.3712
2020-03-03 15:30:00, 601066.XSHG, 中信建投, 33.52, --, 200, 28.81, 6704.0, 942.0, --, 0
2020-03-03 15:30:00, 002352.XSHE, 顺丰控股, 48.08, --, 100, 38.8, 4808.0, 928.0, --, 0
2020-03-03 15:30:00, 601888.XSHG, 中国中免, 79.17, --, 100, 75.08, 7917.0, 409.0, --, 0
2020-03-03 15:30:00, 601988.XSHG, 中国银行, 3.62, --, 2500, 3.6, 9050.0, 50.0, --, 0
2020-03-03 15:30:00, 600036.XSHG, 招商银行, 34.62, --, 100, 35.7, 3462.0, -108.0, --, 0
2020-03-03 15:30:00, 601398.XSHG, 工商银行, 5.38, --, 1600, 5.48, 8608.0, -160.0, --, 0
2020-03-03 15:30:00, 601857.XSHG, 中国石油, 5.19, --, 1600, 5.33, 8304.0, -224.0, --, 0
2020-03-03 15:30:00, 000002.XSHE, 万科A, 31.1, --, 300, 29.65, 9330.0, 435.0, --, 0
2020-03-03 15:30:00, 601628.XSHG, 中国人寿, 29.9, --, 200, 29.45, 5980.0, 90.0, --, 0
2020-03-03 15:30:00, 601138.XSHG, 工业富联, 17.44, --, 600, 17.44, 10464.0, 0, --, 0
2020-03-04 15:30:00, 002352.XSHE, 顺丰控股, 48.13, --, 100, 38.8, 4813.0, 933.0, --, 0
2020-03-04 15:30:00, 601888.XSHG, 中国中免, 79.06, --, 100, 75.08, 7906.0, 398.0, --, 0
2020-03-04 15:30:00, 601988.XSHG, 中国银行, 3.63, --, 2500, 3.6, 9075.0, 75.0, --, 0
2020-03-04 15:30:00, 600036.XSHG, 招商银行, 34.78, --, 100, 35.7, 3478.0, -92.0, --, 0
2020-03-04 15:30:00, 601398.XSHG, 工商银行, 5.39, --, 1600, 5.48, 8624.0, -144.0, --, 0
2020-03-04 15:30:00, 601857.XSHG, 中国石油, 5.18, --, 1600, 5.33, 8288.0, -240.0, --, 0
2020-03-04 15:30:00, 000002.XSHE, 万科A, 32.26, --, 300, 29.65, 9678.0, 783.0, --, 0
2020-03-04 15:30:00, 601628.XSHG, 中国人寿, 30.0, --, 200, 29.45, 6000.0, 110.0, --, 0
2020-03-04 15:30:00, 601138.XSHG, 工业富联, 16.76, --, 500, 17.44, 8380.0, -340.0, --, 5.838
2020-03-05 15:30:00, 002352.XSHE, 顺丰控股, 48.6, --, 100, 38.8, 4860.0, 980.0, --, 0
2020-03-05 15:30:00, 601888.XSHG, 中国中免, 84.11, --, 100, 75.08, 8411.0, 903.0, --, 0
2020-03-05 15:30:00, 601988.XSHG, 中国银行, 3.66, --, 2500, 3.6, 9150.0, 150.0, --, 0
2020-03-05 15:30:00, 600036.XSHG, 招商银行, 36.23, --, 100, 35.7, 3623.0, 53.0, --, 0
2020-03-05 15:30:00, 601398.XSHG, 工商银行, 5.46, --, 1600, 5.48, 8736.0, -32.0, --, 0
2020-03-05 15:30:00, 601857.XSHG, 中国石油, 5.25, --, 1600, 5.33, 8400.0, -128.0, --, 0
2020-03-05 15:30:00, 000002.XSHE, 万科A, 32.3, --, 300, 29.65, 9690.0, 795.0, --, 0
2020-03-05 15:30:00, 601628.XSHG, 中国人寿, 30.98, --, 200, 29.45, 6196.0, 306.0, --, 0
2020-03-05 15:30:00, 601138.XSHG, 工业富联, 17.16, --, 500, 17.44, 8580.0, -140.0, --, 0
2020-03-05 15:30:00, 600585.XSHG, 海螺水泥, 59.06, --, 100, 59.06, 5906.0, 0, --, 5.0
2020-03-06 15:30:00, 002352.XSHE, 顺丰控股, 47.91, --, 100, 38.8, 4791.0, 911.0, --, 0
2020-03-06 15:30:00, 601888.XSHG, 中国中免, 83.27, --, 100, 75.08, 8327.0, 819.0, --, 0
2020-03-06 15:30:00, 601988.XSHG, 中国银行, 3.63, --, 2500, 3.6, 9075.0, 75.0, --, 0
2020-03-06 15:30:00, 600036.XSHG, 招商银行, 35.41, --, 100, 35.7, 3541.0, -29.0, --, 0
2020-03-06 15:30:00, 601857.XSHG, 中国石油, 5.2, --, 1600, 5.33, 8320.0, -208.0, --, 0
2020-03-06 15:30:00, 000002.XSHE, 万科A, 31.13, --, 300, 29.65, 9339.0, 444.0, --, 0
2020-03-06 15:30:00, 601628.XSHG, 中国人寿, 30.58, --, 200, 29.45, 6116.0, 226.0, --, 0
2020-03-06 15:30:00, 601138.XSHG, 工业富联, 16.99, --, 500, 17.44, 8495.0, -225.0, --, 0
2020-03-06 15:30:00, 600585.XSHG, 海螺水泥, 57.2, --, 200, 58.13, 11440.0, -186.0, --, 5.0
2020-03-09 15:30:00, 002352.XSHE, 顺丰控股, 47.0, --, 100, 38.8, 4700.0, 820.0, --, 0
2020-03-09 15:30:00, 601888.XSHG, 中国中免, 79.13, --, 100, 75.08, 7913.0, 405.0, --, 0
2020-03-09 15:30:00, 601988.XSHG, 中国银行, 3.57, --, 2500, 3.6, 8925.0, -75.0, --, 0
2020-03-09 15:30:00, 600036.XSHG, 招商银行, 34.18, --, 100, 35.7, 3418.0, -152.0, --, 0
2020-03-09 15:30:00, 601857.XSHG, 中国石油, 5.15, --, 1600, 5.33, 8240.0, -288.0, --, 0
2020-03-09 15:30:00, 000002.XSHE, 万科A, 30.55, --, 300, 29.65, 9165.0, 270.0, --, 0
2020-03-09 15:30:00, 601628.XSHG, 中国人寿, 29.15, --, 200, 29.45, 5830.0, -60.0, --, 0
2020-03-09 15:30:00, 600585.XSHG, 海螺水泥, 55.7, --, 200, 58.13, 11140.0, -486.0, --, 0
2020-03-10 15:30:00, 601888.XSHG, 中国中免, 81.48, --, 100, 75.08, 8148.0, 640.0, --, 0
2020-03-10 15:30:00, 601988.XSHG, 中国银行, 3.59, --, 2500, 3.6, 8975.0, -25.0, --, 0
2020-03-10 15:30:00, 600036.XSHG, 招商银行, 34.68, --, 100, 35.7, 3468.0, -102.0, --, 0
2020-03-10 15:30:00, 601857.XSHG, 中国石油, 5.15, --, 1600, 5.33, 8240.0, -288.0, --, 0
2020-03-10 15:30:00, 000002.XSHE, 万科A, 30.8, --, 300, 29.65, 9240.0, 345.0, --, 0
2020-03-10 15:30:00, 601628.XSHG, 中国人寿, 29.55, --, 200, 29.45, 5910.0, 20.0, --, 0
2020-03-10 15:30:00, 600585.XSHG, 海螺水泥, 57.57, --, 200, 58.13, 11514.0, -112.0, --, 0
2020-03-10 15:30:00, 601668.XSHG, 中国建筑, 5.6, --, 1100, 5.6, 6160.0, 0, --, 5.0
2020-03-10 15:30:00, 601800.XSHG, 中国交建, 9.51, --, 600, 9.51, 5706.0, 0, --, 5.0
2020-03-10 15:30:00, 600031.XSHG, 三一重工, 17.89, --, 300, 17.89, 5367.0, 0, --, 5.0
2020-03-11 15:30:00, 601988.XSHG, 中国银行, 3.59, --, 2500, 3.6, 8975.0, -25.0, --, 0
2020-03-11 15:30:00, 600036.XSHG, 招商银行, 34.45, --, 100, 35.7, 3445.0, -125.0, --, 0
2020-03-11 15:30:00, 601857.XSHG, 中国石油, 5.12, --, 1600, 5.33, 8192.0, -336.0, --, 0
2020-03-11 15:30:00, 000002.XSHE, 万科A, 30.38, --, 300, 29.65, 9114.0, 219.0, --, 0
2020-03-11 15:30:00, 601628.XSHG, 中国人寿, 29.26, --, 200, 29.45, 5852.0, -38.0, --, 0
2020-03-11 15:30:00, 600585.XSHG, 海螺水泥, 56.14, --, 200, 58.13, 11228.0, -398.0, --, 0
2020-03-11 15:30:00, 601668.XSHG, 中国建筑, 5.5, --, 1700, 5.5647, 9350.0, -110.0, --, 5.0
2020-03-11 15:30:00, 601800.XSHG, 中国交建, 9.18, --, 600, 9.51, 5508.0, -198.0, --, 0
2020-03-11 15:30:00, 600031.XSHG, 三一重工, 17.41, --, 300, 17.89, 5223.0, -144.0, --, 0
2020-03-12 15:30:00, 601988.XSHG, 中国银行, 3.58, --, 2100, 3.58, 7518.0, 0, --, 17.6494
2020-03-12 15:30:00, 600036.XSHG, 招商银行, 34.16, --, 100, 35.7, 3416.0, -154.0, --, 0
2020-03-12 15:30:00, 601857.XSHG, 中国石油, 5.07, --, 1600, 5.33, 8112.0, -416.0, --, 0
2020-03-12 15:30:00, 601628.XSHG, 中国人寿, 28.53, --, 200, 29.45, 5706.0, -184.0, --, 0
2020-03-12 15:30:00, 601800.XSHG, 中国交建, 9.16, --, 600, 9.51, 5496.0, -210.0, --, 0
2020-03-12 15:30:00, 601398.XSHG, 工商银行, 5.29, --, 1400, 5.29, 7406.0, 0, --, 5.9248
2020-03-12 15:30:00, 601288.XSHG, 农业银行, 3.43, --, 2200, 3.43, 7546.0, 0, --, 6.0368
2020-03-13 15:30:00, 601988.XSHG, 中国银行, 3.56, --, 2100, 3.58, 7476.0, -42.0, --, 0
2020-03-13 15:30:00, 601398.XSHG, 工商银行, 5.22, --, 1400, 5.29, 7308.0, -98.0, --, 0
2020-03-13 15:30:00, 601288.XSHG, 农业银行, 3.4, --, 2200, 3.43, 7480.0, -66.0, --, 0
2020-03-13 15:30:00, 600028.XSHG, 中国石化, 4.55, --, 1700, 4.55, 7735.0, 0, --, 6.188
2020-03-16 15:30:00, 601988.XSHG, 中国银行, 3.54, --, 2100, 3.58, 7434.0, -84.0, --, 0
2020-03-16 15:30:00, 601398.XSHG, 工商银行, 5.17, --, 1400, 5.29, 7238.0, -168.0, --, 0
2020-03-16 15:30:00, 601288.XSHG, 农业银行, 3.37, --, 2100, 3.43, 7077.0, -126.0, --, 5.1685
2020-03-16 15:30:00, 600028.XSHG, 中国石化, 4.63, --, 1700, 4.55, 7871.0, 136.0, --, 0
2020-03-16 15:30:00, 600036.XSHG, 招商银行, 31.67, --, 200, 31.67, 6334.0, 0, --, 5.0672
2020-03-16 15:30:00, 601628.XSHG, 中国人寿, 27.02, --, 200, 27.02, 5404.0, 0, --, 5.0
2020-03-17 15:30:00, 601988.XSHG, 中国银行, 3.56, --, 2100, 3.58, 7476.0, -42.0, --, 0
2020-03-17 15:30:00, 601398.XSHG, 工商银行, 5.17, --, 1400, 5.29, 7238.0, -168.0, --, 0
2020-03-17 15:30:00, 601288.XSHG, 农业银行, 3.4, --, 2100, 3.43, 7140.0, -63.0, --, 0
2020-03-17 15:30:00, 600028.XSHG, 中国石化, 4.59, --, 1700, 4.55, 7803.0, 68.0, --, 0
2020-03-17 15:30:00, 600036.XSHG, 招商银行, 31.73, --, 200, 31.67, 6346.0, 12.0, --, 0
2020-03-17 15:30:00, 601628.XSHG, 中国人寿, 26.24, --, 200, 27.02, 5248.0, -156.0, --, 0
2020-03-17 15:30:00, 601318.XSHG, 中国平安, 72.14, --, 100, 72.14, 7214.0, 0, --, 5.7712
2020-03-18 15:30:00, 601988.XSHG, 中国银行, 3.5, --, 2100, 3.58, 7350.0, -168.0, --, 0
2020-03-18 15:30:00, 601398.XSHG, 工商银行, 5.11, --, 1400, 5.29, 7154.0, -252.0, --, 0
2020-03-18 15:30:00, 601288.XSHG, 农业银行, 3.36, --, 2100, 3.43, 7056.0, -147.0, --, 0
2020-03-18 15:30:00, 600028.XSHG, 中国石化, 4.53, --, 1700, 4.55, 7701.0, -34.0, --, 0
2020-03-18 15:30:00, 600036.XSHG, 招商银行, 30.82, --, 200, 31.67, 6164.0, -170.0, --, 0
2020-03-18 15:30:00, 601628.XSHG, 中国人寿, 25.8, --, 200, 27.02, 5160.0, -244.0, --, 0
2020-03-18 15:30:00, 601318.XSHG, 中国平安, 69.87, --, 100, 72.14, 6987.0, -227.0, --, 0
2020-03-19 15:30:00, 601988.XSHG, 中国银行, 3.46, --, 2200, 3.5745, 7612.0, -252.0, --, 5.0
2020-03-19 15:30:00, 601288.XSHG, 农业银行, 3.31, --, 2300, 3.4196, 7613.0, -252.0, --, 5.0
2020-03-19 15:30:00, 600028.XSHG, 中国石化, 4.45, --, 1700, 4.55, 7565.0, -170.0, --, 0
2020-03-19 15:30:00, 601939.XSHG, 建设银行, 6.21, --, 1200, 6.21, 7452.0, 0, --, 5.9616
2020-03-20 15:30:00, 601988.XSHG, 中国银行, 3.5, --, 2200, 3.5745, 7700.0, -164.0, --, 0
2020-03-20 15:30:00, 601288.XSHG, 农业银行, 3.34, --, 2300, 3.4196, 7682.0, -183.0, --, 0
2020-03-20 15:30:00, 600028.XSHG, 中国石化, 4.51, --, 1700, 4.55, 7667.0, -68.0, --, 0
2020-03-20 15:30:00, 601939.XSHG, 建设银行, 6.32, --, 1200, 6.21, 7584.0, 132.0, --, 0
2020-03-20 15:30:00, 601006.XSHG, 大秦铁路, 6.79, --, 900, 6.79, 6111.0, 0, --, 5.0
2020-03-20 15:30:00, 600406.XSHG, 国电南瑞, 19.86, --, 300, 19.86, 5958.0, 0, --, 5.0
2020-03-20 15:30:00, 600196.XSHG, 复星医药, 29.56, --, 200, 29.56, 5912.0, 0, --, 5.0
2020-03-20 15:30:00, 601727.XSHG, 上海电气, 4.81, --, 1300, 4.81, 6253.0, 0, --, 5.0024
2020-03-20 15:30:00, 002493.XSHE, 荣盛石化, 10.45, --, 600, 10.45, 6270.0, 0, --, 5.016
2020-03-20 15:30:00, 601669.XSHG, 中国电建, 4.05, --, 1500, 4.05, 6075.0, 0, --, 5.0
2020-03-23 15:30:00, 601988.XSHG, 中国银行, 3.44, --, 2200, 3.5745, 7568.0, -296.0, --, 0
2020-03-23 15:30:00, 601288.XSHG, 农业银行, 3.28, --, 2300, 3.4196, 7544.0, -321.0, --, 0
2020-03-23 15:30:00, 600028.XSHG, 中国石化, 4.43, --, 1700, 4.55, 7531.0, -204.0, --, 0
2020-03-23 15:30:00, 601939.XSHG, 建设银行, 6.17, --, 1200, 6.21, 7404.0, -48.0, --, 0
2020-03-23 15:30:00, 601006.XSHG, 大秦铁路, 6.69, --, 900, 6.79, 6021.0, -90.0, --, 0
2020-03-23 15:30:00, 600406.XSHG, 国电南瑞, 20.0, --, 300, 19.86, 6000.0, 42.0, --, 0
2020-03-23 15:30:00, 601727.XSHG, 上海电气, 4.61, --, 1300, 4.81, 5993.0, -260.0, --, 0
2020-03-23 15:30:00, 002493.XSHE, 荣盛石化, 10.37, --, 600, 10.45, 6222.0, -48.0, --, 0
2020-03-23 15:30:00, 601669.XSHG, 中国电建, 3.91, --, 1500, 4.05, 5865.0, -210.0, --, 0
2020-03-24 15:30:00, 601988.XSHG, 中国银行, 3.48, --, 2200, 3.5745, 7656.0, -208.0, --, 0
2020-03-24 15:30:00, 601288.XSHG, 农业银行, 3.35, --, 2300, 3.4196, 7705.0, -160.0, --, 0
2020-03-24 15:30:00, 600028.XSHG, 中国石化, 4.48, --, 1700, 4.55, 7616.0, -119.0, --, 0
2020-03-24 15:30:00, 601939.XSHG, 建设银行, 6.37, --, 1200, 6.21, 7644.0, 192.0, --, 0
2020-03-24 15:30:00, 601006.XSHG, 大秦铁路, 6.83, --, 900, 6.79, 6147.0, 36.0, --, 0
2020-03-24 15:30:00, 600406.XSHG, 国电南瑞, 20.82, --, 300, 19.86, 6246.0, 288.0, --, 0
2020-03-24 15:30:00, 601727.XSHG, 上海电气, 4.66, --, 1300, 4.81, 6058.0, -195.0, --, 0
2020-03-24 15:30:00, 002493.XSHE, 荣盛石化, 10.57, --, 600, 10.45, 6342.0, 72.0, --, 0
2020-03-24 15:30:00, 601669.XSHG, 中国电建, 3.95, --, 1500, 4.05, 5925.0, -150.0, --, 0
2020-03-24 15:30:00, 601800.XSHG, 中国交建, 8.19, --, 900, 8.19, 7371.0, 0, --, 5.8968
2020-03-25 15:30:00, 601988.XSHG, 中国银行, 3.51, --, 2200, 3.5745, 7722.0, -142.0, --, 0
2020-03-25 15:30:00, 601288.XSHG, 农业银行, 3.37, --, 2300, 3.4196, 7751.0, -114.0, --, 0
2020-03-25 15:30:00, 600028.XSHG, 中国石化, 4.52, --, 1700, 4.55, 7684.0, -51.0, --, 0
2020-03-25 15:30:00, 601939.XSHG, 建设银行, 6.38, --, 1200, 6.21, 7656.0, 204.0, --, 0
2020-03-25 15:30:00, 601006.XSHG, 大秦铁路, 6.9, --, 900, 6.79, 6210.0, 99.0, --, 0
2020-03-25 15:30:00, 600406.XSHG, 国电南瑞, 20.71, --, 300, 19.86, 6213.0, 255.0, --, 0
2020-03-25 15:30:00, 601727.XSHG, 上海电气, 4.71, --, 1300, 4.81, 6123.0, -130.0, --, 0
2020-03-25 15:30:00, 002493.XSHE, 荣盛石化, 10.64, --, 600, 10.45, 6384.0, 114.0, --, 0
2020-03-25 15:30:00, 601669.XSHG, 中国电建, 4.0, --, 1500, 4.05, 6000.0, -75.0, --, 0
2020-03-25 15:30:00, 601800.XSHG, 中国交建, 8.37, --, 900, 8.19, 7533.0, 162.0, --, 0
2020-03-26 15:30:00, 601988.XSHG, 中国银行, 3.51, --, 2200, 3.5745, 7722.0, -142.0, --, 0
2020-03-26 15:30:00, 601288.XSHG, 农业银行, 3.37, --, 2300, 3.4196, 7751.0, -114.0, --, 0
2020-03-26 15:30:00, 600028.XSHG, 中国石化, 4.49, --, 1700, 4.55, 7633.0, -102.0, --, 0
2020-03-26 15:30:00, 601939.XSHG, 建设银行, 6.4, --, 1200, 6.21, 7680.0, 228.0, --, 0
2020-03-26 15:30:00, 601006.XSHG, 大秦铁路, 6.79, --, 900, 6.79, 6111.0, 0, --, 0
2020-03-26 15:30:00, 600406.XSHG, 国电南瑞, 20.0, --, 300, 19.86, 6000.0, 42.0, --, 0
2020-03-26 15:30:00, 601727.XSHG, 上海电气, 4.6, --, 1300, 4.81, 5980.0, -273.0, --, 0
2020-03-26 15:30:00, 002493.XSHE, 荣盛石化, 10.64, --, 600, 10.45, 6384.0, 114.0, --, 0
2020-03-26 15:30:00, 601669.XSHG, 中国电建, 3.9, --, 1500, 4.05, 5850.0, -225.0, --, 0
2020-03-26 15:30:00, 601800.XSHG, 中国交建, 8.15, --, 900, 8.19, 7335.0, -36.0, --, 0
2020-03-27 15:30:00, 601988.XSHG, 中国银行, 3.52, --, 2200, 3.5745, 7744.0, -120.0, --, 0
2020-03-27 15:30:00, 601288.XSHG, 农业银行, 3.39, --, 2300, 3.4196, 7797.0, -68.0, --, 0
2020-03-27 15:30:00, 600028.XSHG, 中国石化, 4.49, --, 1700, 4.55, 7633.0, -102.0, --, 0
2020-03-27 15:30:00, 601939.XSHG, 建设银行, 6.47, --, 1200, 6.21, 7764.0, 312.0, --, 0
2020-03-27 15:30:00, 601006.XSHG, 大秦铁路, 6.85, --, 900, 6.79, 6165.0, 54.0, --, 0
2020-03-27 15:30:00, 600406.XSHG, 国电南瑞, 20.0, --, 300, 19.86, 6000.0, 42.0, --, 0
2020-03-27 15:30:00, 601727.XSHG, 上海电气, 4.63, --, 1300, 4.81, 6019.0, -234.0, --, 0
2020-03-27 15:30:00, 002493.XSHE, 荣盛石化, 10.61, --, 600, 10.45, 6366.0, 96.0, --, 0
2020-03-27 15:30:00, 601669.XSHG, 中国电建, 4.06, --, 1500, 4.05, 6090.0, 15.0, --, 0
